"year","location_code","prodinit_ippu_plastic_tonne"
2015,"SVN",299088.547230271
2016,"SVN",321059.60357433
2017,"SVN",343333.667158524
2018,"SVN",377606.77114434
2019,"SVN",369708.822546102
2020,"SVN",341330.722468342
2010,"SWE",2041047.27311842
2011,"SWE",2178338.37526686
2012,"SWE",2158174.69079822
2013,"SWE",2332041.66169181
2014,"SWE",2259844.57192697
2015,"SWE",2062220.82285971
2016,"SWE",2123274.57957544
2017,"SWE",2203747.0587228
2018,"SWE",2181787.49519806
2019,"SWE",2056656.52421472
2020,"SWE",1990685.8110295
2010,"SWZ",13424.7191441384
2011,"SWZ",14688.9154359797
2012,"SWZ",15459.7253447059
2013,"SWZ",16132.3901283112
2014,"SWZ",14673.8740972756
2015,"SWZ",16249.8313632394
2016,"SWZ",14495.6642700195
2017,"SWZ",14939.3460761318
2018,"SWZ",16502.4680712671
2019,"SWZ",16141.9148355453
2020,"SWZ",13301.4102799631
2010,"SXM",660.457989935036
2011,"SXM",268.767222249431
2012,"SXM",375.582577567447
2013,"SXM",640.862283525694
2014,"SXM",637.69611764619
2015,"SXM",740.031065137592
2016,"SXM",816.011610307899
2017,"SXM",857.585396061211
2018,"SXM",947.12764698483
2019,"SXM",660.457989935036
2020,"SXM",660.457989935036
2010,"SYC",1178.61779560624
2011,"SYC",1305.69909853347
2012,"SYC",1450.57416862963
2013,"SYC",1702.31976643397
2014,"SYC",1614.97806098245
2015,"SYC",1824.08847502432
2016,"SYC",1957.71447754792
2017,"SYC",1619.02236036069
2018,"SYC",2109.1203670822
2019,"SYC",1924.09027001369
2020,"SYC",2295.12302482228
2010,"SYR",389069.822185549
2011,"SYR",388158.486254577
2012,"SYR",296851.604311891
2013,"SYR",88421.3870039071
2014,"SYR",63310.4155133298
2015,"SYR",75146.7393749305
2016,"SYR",60536.3597664592
2017,"SYR",68700.799302726
2018,"SYR",100617.664097422
2019,"SYR",115127.304984352
2020,"SYR",72088.2523167538
2010,"TCD",4497.01347614848
2011,"TCD",3928.8454342691
2012,"TCD",5572.81213620678
2013,"TCD",13386.7234321351
2014,"TCD",8589.18917149737
2015,"TCD",7101.80803793396
2016,"TCD",6674.24198680391
2017,"TCD",4211.78540977417
2018,"TCD",4998.55816616261
2019,"TCD",6373.03795101811
2020,"TCD",7172.82374698223
2010,"TGO",20199.6062885476
2011,"TGO",21257.2039295742
2012,"TGO",48816.676873229
2013,"TGO",29465.1591122082
2014,"TGO",32411.446357641
2015,"TGO",42638.9882706945
2016,"TGO",42204.5730201455
2017,"TGO",53759.8937911644
2018,"TGO",58023.2863449493
2019,"TGO",75532.0104572406
2020,"TGO",86433.7879386388
2010,"THA",1894549.72250583
2011,"THA",2009669.08188138
2012,"THA",2206777.01503921
2013,"THA",2340875.24868922
2014,"THA",2433626.90370068
2015,"THA",2499674.27383245
2016,"THA",2565739.11534686
2017,"THA",2783024.76543836
2018,"THA",3143394.18058156
2019,"THA",3259539.11198459
2020,"THA",3145274.97488724
2010,"TJK",13722.2684772918
2011,"TJK",17302.1229691309
2012,"TJK",13273.109085239
2013,"TJK",25430.2016932447
2014,"TJK",33195.3189268845
2015,"TJK",26888.5170635636
2016,"TJK",26888.5170635636
2017,"TJK",55369.2548181007
2018,"TJK",26996.4068875109
2019,"TJK",30869.0310041831
2020,"TJK",25838.9397104867
2010,"TKM",45038.1504241208
2011,"TKM",40993.4688314653
2012,"TKM",46945.1984586324
2013,"TKM",71347.9904110265
2014,"TKM",87967.2098396978
2015,"TKM",73512.3372587208
2016,"TKM",74035.7317311385
2017,"TKM",73020.0577046725
2018,"TKM",120996.736521638
2019,"TKM",70428.542353457
2020,"TKM",70428.542353457
2010,"TLS",701.007397005624
2011,"TLS",522.362693712303
2012,"TLS",874.385376597554
2013,"TLS",981.159527313265
2014,"TLS",860.085531258977
2015,"TLS",1497.08002187566
2016,"TLS",1958.55218969405
2017,"TLS",1614.92295151584
2018,"TLS",1691.85302594307
2019,"TLS",2039.05638713374
2020,"TLS",2859.99574559393
2010,"TON",387.048618414476
2011,"TON",487.465422417692
2012,"TON",579.256036345748
2013,"TON",591.675441975324
2014,"TON",571.15004390269
2015,"TON",841.234374519612
2016,"TON",1129.96203250604
2017,"TON",780.753895087588
2018,"TON",1164.70066176614
2019,"TON",1138.92324318642
2020,"TON",946.226266272232
2010,"TUN",214938.699868732
2011,"TUN",232877.344593716
2012,"TUN",229807.309149894
2013,"TUN",261624.360304424
2014,"TUN",269493.840388152
2015,"TUN",281230.034511733
2016,"TUN",301823.586555482
2017,"TUN",285730.716339456
2018,"TUN",293701.36666972
2019,"TUN",297955.724073965
2020,"TUN",279546.865318424
2010,"TUR",4476232.61858236
2011,"TUR",4681005.78806431
2012,"TUR",5117496.70482159
2013,"TUR",5618199.01314093
2014,"TUR",5596686.97560302
2015,"TUR",5482368.71353628
2016,"TUR",5512292.07971659
2017,"TUR",5295773.21051385
2018,"TUR",4889276.9496042
2019,"TUR",4872687.14503705
2020,"TUR",4598137.82426703
2010,"TZA",124443.756386914
2011,"TZA",109446.266445857
2012,"TZA",132266.239230151
2013,"TZA",152124.54351957
2014,"TZA",195098.295357219
2015,"TZA",164707.589472414
2016,"TZA",226813.57793457
2017,"TZA",239497.462584021
2018,"TZA",318233.840959598
2019,"TZA",322276.854951356
2020,"TZA",329696.44684097
2010,"UGA",48847.2906799307
2011,"UGA",55832.1542694444
2012,"UGA",62585.2647016723
2013,"UGA",66603.6288144436
2014,"UGA",86672.2308343092
2015,"UGA",82221.1038186349
2016,"UGA",93925.4301625879
2017,"UGA",84163.3598209633
2018,"UGA",99505.7020567062
2019,"UGA",87730.2272799891
2020,"UGA",87324.7114495369
2010,"UKR",546366.978446651
2011,"UKR",575962.098191049
2012,"UKR",600482.170427801
2013,"UKR",628947.950785021
2014,"UKR",480584.359747095
2015,"UKR",363136.159462315
2016,"UKR",383647.575161894
2017,"UKR",438277.400612455
2018,"UKR",507986.246301199
2019,"UKR",559657.824577492
2020,"UKR",599219.961380382
2010,"URY",240573.566919785
2011,"URY",265245.598489633
2012,"URY",277863.610385977
2013,"URY",296362.69195995
2014,"URY",265477.244581671
2015,"URY",268128.947433071
2016,"URY",226084.171053199
2017,"URY",252525.920387006
2018,"URY",263610.133817231
2019,"URY",236710.069376321
2020,"URY",217516.688154265
2010,"USA",55258694.1682511
2011,"USA",52588093.0165617
2012,"USA",56318792.5017518
2013,"USA",58214628.7687912
2014,"USA",60119872.6198225
2015,"USA",68889640.5635503
2016,"USA",72270526.3028294
2017,"USA",73697990.8264314
2018,"USA",78763694.7079256
2019,"USA",81908921.8236285
2020,"USA",85022512.8928493
2010,"UZB",137587.680470457
2011,"UZB",141848.130833128
2012,"UZB",141706.241755932
2013,"UZB",198012.278809762
2014,"UZB",236518.977994646
2015,"UZB",357408.818480931
2016,"UZB",579034.88099233
2017,"UZB",349012.579069129
2018,"UZB",269600.226792564
2019,"UZB",272186.88848862
2020,"UZB",260202.971463575
2010,"VEN",440727.657081391
2011,"VEN",518363.122083458
2012,"VEN",472057.984700726
2013,"VEN",396864.975081413
2014,"VEN",294762.63420594
2015,"VEN",424555.274630586
2016,"VEN",424555.274630586
2017,"VEN",424555.274630586
2018,"VEN",424555.274630586
2019,"VEN",424555.274630586
2020,"VEN",424555.274630586
2010,"VNM",882908.282005694
2011,"VNM",986430.788374708
2012,"VNM",1176163.68687987
2013,"VNM",1288117.19089754
2014,"VNM",1376847.72979208
2015,"VNM",1402898.52068878
2016,"VNM",1526554.87968326
2017,"VNM",1558907.54281184
2018,"VNM",1920701.73656836
2019,"VNM",2123307.26802985
2020,"VNM",2036342.44922513
2010,"VUT",773.906281746379
2011,"VUT",909.182269575637
2012,"VUT",834.087652354294
2013,"VUT",705.898141106925
2014,"VUT",868.554490131735
2015,"VUT",1090.90292376593
2016,"VUT",1274.2616150443
2017,"VUT",1286.74404704847
2018,"VUT",1232.6004928443
2019,"VUT",1323.96875712694
2020,"VUT",1791.1866353805
2010,"WSM",2672.38668297225
2011,"WSM",2778.73730700262
2012,"WSM",2986.53012522332
2013,"WSM",2675.30869267926
2014,"WSM",3307.19771960526
2015,"WSM",3623.13568349404
2016,"WSM",3401.0390387429
2017,"WSM",3381.33967242968
2018,"WSM",3613.83208474339
2019,"WSM",3509.64275073346
2020,"WSM",2947.19914222439
2010,"YEM",78638.153203916
2011,"YEM",75216.8611242821
2012,"YEM",100563.35429984
2013,"YEM",134292.334326387
2014,"YEM",137329.184997511
2015,"YEM",56400.9091211254
2016,"YEM",84156.1972927331
2017,"YEM",56941.3234189554
2018,"YEM",102668.05494142
2019,"YEM",91800.7080806855
2020,"YEM",91800.7080806855
2010,"ZAF",1090360.5045954
2011,"ZAF",1135923.38470314
2012,"ZAF",1220382.9936354
2013,"ZAF",1158476.26428334
2014,"ZAF",1137188.63640253
2015,"ZAF",1116700.58259886
2016,"ZAF",1101407.43109623
2017,"ZAF",1267957.05188052
2018,"ZAF",1328314.62779997
2019,"ZAF",1274297.56480029
2020,"ZAF",1088386.05683577
2010,"ZMB",40740.4729779264
2011,"ZMB",46304.5946993536
2012,"ZMB",46747.2919696839
2013,"ZMB",45750.7462634268
2014,"ZMB",48940.2467113839
2015,"ZMB",40769.5487540149
2016,"ZMB",41199.5956882918
2017,"ZMB",51931.4346419505
2018,"ZMB",67890.6935112208
2019,"ZMB",76657.122928802
2020,"ZMB",63663.3066541441
2010,"ZWE",21720.1425843498
2011,"ZWE",25549.7281368566
2012,"ZWE",32108.3668455282
2013,"ZWE",47438.9048465088
2014,"ZWE",49283.0873293823
2015,"ZWE",49953.7632909826
2016,"ZWE",49937.9662121642
2017,"ZWE",52599.4424914428
2018,"ZWE",76762.3860134654
2019,"ZWE",59002.3378031469
2020,"ZWE",56355.6347383315
