Subsector,Variable,Incluida en fake data ,Responsable ,Observada,Correspondencia,Archivo,Definición,Nombre,cantidad de datos,,283.6666667
Energy Technology,nemomod_entc_total_annual_max_capacity_pp_biogas_gw,0,,,,,,,,,
Energy Technology,nemomod_entc_total_annual_max_capacity_pp_biomass_gw,0,,,,,,,,,
Energy Technology,nemomod_entc_total_annual_max_capacity_pp_coal_gw,0,,,,,,,,,
Energy Technology,nemomod_entc_total_annual_max_capacity_pp_gas_gw,0,,,,,,,,,
Energy Technology,nemomod_entc_total_annual_max_capacity_pp_geothermal_gw,0,,,,,,,,,
Energy Technology,nemomod_entc_total_annual_max_capacity_pp_hydropower_gw,0,,,,,,,,,
Energy Technology,nemomod_entc_total_annual_max_capacity_pp_nuclear_gw,0,,,,,,,,,
Energy Technology,nemomod_entc_total_annual_max_capacity_pp_ocean_gw,0,,,,,,,,,
Energy Technology,nemomod_entc_total_annual_max_capacity_pp_oil_gw,0,,,,,,,,,
Energy Technology,nemomod_entc_total_annual_max_capacity_pp_solar_gw,0,,,,,,,,,
Energy Technology,nemomod_entc_total_annual_max_capacity_pp_waste_incineration_gw,0,,,,,,,,,
Energy Technology,nemomod_entc_total_annual_max_capacity_pp_wind_gw,0,,,,,,,,,
Energy Technology,nemomod_entc_total_annual_min_capacity_investment_pp_biogas_gw,0,,,,,,,,,
Energy Technology,nemomod_entc_total_annual_min_capacity_investment_pp_biomass_gw,0,,,,,,,,,
Energy Technology,nemomod_entc_total_annual_min_capacity_investment_pp_coal_gw,0,,,,,,,,,
Energy Technology,nemomod_entc_total_annual_min_capacity_investment_pp_gas_gw,0,,,,,,,,,
Energy Technology,nemomod_entc_total_annual_min_capacity_investment_pp_geothermal_gw,0,,,,,,,,,
Energy Technology,nemomod_entc_total_annual_min_capacity_investment_pp_hydropower_gw,0,,,,,,,,,
Energy Technology,nemomod_entc_total_annual_min_capacity_investment_pp_nuclear_gw,0,,,,,,,,,
Energy Technology,nemomod_entc_total_annual_min_capacity_investment_pp_ocean_gw,0,,,,,,,,,
Energy Technology,nemomod_entc_total_annual_min_capacity_investment_pp_oil_gw,0,,,,,,,,,
Energy Technology,nemomod_entc_total_annual_min_capacity_investment_pp_solar_gw,0,,,,,,,,,
Energy Technology,nemomod_entc_total_annual_min_capacity_investment_pp_waste_incineration_gw,0,,,,,,,,,
Energy Technology,nemomod_entc_total_annual_min_capacity_investment_pp_wind_gw,0,,,,,,,,,
Energy Technology,nemomod_entc_total_annual_min_capacity_pp_biogas_gw,0,,,,,,,,,
Energy Technology,nemomod_entc_total_annual_min_capacity_pp_biomass_gw,0,,,,,,,,,
Energy Technology,nemomod_entc_total_annual_min_capacity_pp_coal_gw,0,,,,,,,,,
Energy Technology,nemomod_entc_total_annual_min_capacity_pp_gas_gw,0,,,,,,,,,
Energy Technology,nemomod_entc_total_annual_min_capacity_pp_geothermal_gw,0,,,,,,,,,
Energy Technology,nemomod_entc_total_annual_min_capacity_pp_hydropower_gw,0,,,,,,,,,
Energy Technology,nemomod_entc_total_annual_min_capacity_pp_nuclear_gw,0,,,,,,,,,
Energy Technology,nemomod_entc_total_annual_min_capacity_pp_ocean_gw,0,,,,,,,,,
Energy Technology,nemomod_entc_total_annual_min_capacity_pp_oil_gw,0,,,,,,,,,
Energy Technology,nemomod_entc_total_annual_min_capacity_pp_solar_gw,0,,,,,,,,,
Energy Technology,nemomod_entc_total_annual_min_capacity_pp_waste_incineration_gw,0,,,,,,,,,
Energy Technology,nemomod_entc_total_annual_min_capacity_pp_wind_gw,0,,,,,,,,,
Energy Technology,nemomod_entc_variable_cost_pp_biogas_usd_per_mwh,1,Mateo,0,,,,,,,
Energy Technology,nemomod_entc_variable_cost_pp_biomass_usd_per_mwh,1,Mateo,0,,,,,,,
Energy Technology,nemomod_entc_variable_cost_pp_coal_usd_per_mwh,1,Mateo,0,,,,,,,
Energy Technology,nemomod_entc_variable_cost_pp_gas_usd_per_mwh,1,Mateo,0,,,,,,,
Energy Technology,nemomod_entc_variable_cost_pp_geothermal_usd_per_mwh,1,Mateo,0,,,,,,,
Energy Technology,nemomod_entc_variable_cost_pp_hydropower_usd_per_mwh,1,Mateo,0,,,,,,,
Energy Technology,nemomod_entc_variable_cost_pp_nuclear_usd_per_mwh,1,Mateo,0,,,,,,,
Energy Technology,nemomod_entc_variable_cost_pp_ocean_usd_per_mwh,1,Mateo,0,,,,,,,
Energy Technology,nemomod_entc_variable_cost_pp_oil_usd_per_mwh,1,Mateo,0,,,,,,,
Energy Technology,nemomod_entc_variable_cost_pp_solar_usd_per_mwh,1,Mateo,0,,,,,,,
Energy Technology,nemomod_entc_variable_cost_pp_waste_incineration_usd_per_mwh,1,Mateo,0,,,,,,,
Energy Technology,nemomod_entc_variable_cost_pp_wind_usd_per_mwh,1,Mateo,0,,,,,,,
Energy Technology,nemomod_entc_variable_cost_st_batteries_usd_per_mwh,1,Mateo,0,,,,,,,
Energy Technology,nemomod_entc_variable_cost_st_compressed_air_usd_per_mwh,1,Mateo,0,,,,,,,
Energy Technology,nemomod_entc_variable_cost_st_flywheels_usd_per_mwh,1,Mateo,0,,,,,,,
Fugitive Emissions,ef_fgtv_distribution_tonne_ch4_per_m3_fuel_natural_gas,0,,,,,,,,,
Fugitive Emissions,ef_fgtv_distribution_tonne_co2_per_m3_fuel_natural_gas,0,,,,,,,,,
Fugitive Emissions,ef_fgtv_distribution_tonne_nmvoc_per_m3_fuel_natural_gas,0,,,,,,,,,
Fugitive Emissions,ef_fgtv_production_flaring_tonne_ch4_per_m3_fuel_coal,0,,,,,,,,,
Fugitive Emissions,ef_fgtv_production_flaring_tonne_ch4_per_m3_fuel_natural_gas,0,,,,,,,,,
Fugitive Emissions,ef_fgtv_production_flaring_tonne_ch4_per_m3_fuel_oil,0,,,,,,,,,
Fugitive Emissions,ef_fgtv_production_flaring_tonne_co2_per_m3_fuel_coal,0,,,,,,,,,
Fugitive Emissions,ef_fgtv_production_flaring_tonne_co2_per_m3_fuel_natural_gas,0,,,,,,,,,
Fugitive Emissions,ef_fgtv_production_flaring_tonne_co2_per_m3_fuel_oil,0,,,,,,,,,
Fugitive Emissions,ef_fgtv_production_flaring_tonne_n2o_per_m3_fuel_natural_gas,0,,,,,,,,,
Fugitive Emissions,ef_fgtv_production_flaring_tonne_n2o_per_m3_fuel_oil,0,,,,,,,,,
Fugitive Emissions,ef_fgtv_production_flaring_tonne_nmvoc_per_m3_fuel_natural_gas,0,,,,,,,,,
Fugitive Emissions,ef_fgtv_production_flaring_tonne_nmvoc_per_m3_fuel_oil,0,,,,,,,,,
Fugitive Emissions,ef_fgtv_production_fugitive_tonne_ch4_per_m3_fuel_coal,0,,,,,,,,,
Fugitive Emissions,ef_fgtv_production_fugitive_tonne_ch4_per_m3_fuel_natural_gas,0,,,,,,,,,
Fugitive Emissions,ef_fgtv_production_fugitive_tonne_ch4_per_m3_fuel_oil,0,,,,,,,,,
Fugitive Emissions,ef_fgtv_production_fugitive_tonne_co2_per_m3_fuel_coal,0,,,,,,,,,
Fugitive Emissions,ef_fgtv_production_fugitive_tonne_co2_per_m3_fuel_natural_gas,0,,,Natural gas_Production (PJ),WEBH2021,,,,,
Fugitive Emissions,ef_fgtv_production_fugitive_tonne_co2_per_m3_fuel_oil,0,,,,,,,,,
Fugitive Emissions,ef_fgtv_production_fugitive_tonne_n2o_per_m3_fuel_oil,0,,,,,,,,,
Fugitive Emissions,ef_fgtv_production_fugitive_tonne_nmvoc_per_m3_fuel_natural_gas,0,,,,,,,,,
Fugitive Emissions,ef_fgtv_production_fugitive_tonne_nmvoc_per_m3_fuel_oil,0,,,,,,,,,
Fugitive Emissions,ef_fgtv_production_venting_tonne_ch4_per_m3_fuel_coal,0,,,,,,,,,
Fugitive Emissions,ef_fgtv_production_venting_tonne_ch4_per_m3_fuel_oil,0,,,,,,,,,
Fugitive Emissions,ef_fgtv_production_venting_tonne_co2_per_m3_fuel_coal,0,,,,,,,,,
Fugitive Emissions,ef_fgtv_production_venting_tonne_co2_per_m3_fuel_oil,0,,,,,,,,,
Fugitive Emissions,ef_fgtv_production_venting_tonne_n2o_per_m3_fuel_oil,0,,,,,,,,,
Fugitive Emissions,ef_fgtv_production_venting_tonne_nmvoc_per_m3_fuel_oil,0,,,,,,,,,
Fugitive Emissions,ef_fgtv_transmission_tonne_ch4_per_m3_fuel_natural_gas,0,,,,,,,,,
Fugitive Emissions,ef_fgtv_transmission_tonne_ch4_per_m3_fuel_oil,0,,,,,,,,,
Fugitive Emissions,ef_fgtv_transmission_tonne_co2_per_m3_fuel_natural_gas,0,,,,,,,,,
Fugitive Emissions,ef_fgtv_transmission_tonne_co2_per_m3_fuel_oil,0,,,,,,,,,
Fugitive Emissions,ef_fgtv_transmission_tonne_n2o_per_m3_fuel_oil,0,,,,,,,,,
Fugitive Emissions,ef_fgtv_transmission_tonne_nmvoc_per_m3_fuel_natural_gas,0,,,,,,,,,
Fugitive Emissions,ef_fgtv_transmission_tonne_nmvoc_per_m3_fuel_oil,0,,,,,,,,,
Fugitive Emissions,frac_fgtv_drained_and_waste_ch4_flared_fuel_coal,0,,,,,,,,,
Fugitive Emissions,frac_fgtv_drained_and_waste_ch4_flared_fuel_oil,0,,,,,,,,,
Fugitive Emissions,frac_fgtv_reduction_in_fugitive_leaks,0,,,,,,,,,
Industrial Energy,consumpinit_inen_energy_tj_per_mmm_gdp_other_product_manufacturing,1,Edmundo,0,,,Initial Energy Consumption Intensity of GDP,,,,
Industrial Energy,consumpinit_inen_energy_tj_per_tonne_production_cement,1,Edmundo,0,,,,,,,
Industrial Energy,consumpinit_inen_energy_tj_per_tonne_production_chemicals,1,Edmundo,0,,,,,,,
Industrial Energy,consumpinit_inen_energy_tj_per_tonne_production_electronics,1,Edmundo,0,,,,,,,
Industrial Energy,consumpinit_inen_energy_tj_per_tonne_production_glass,1,Edmundo,0,,,,,,,
Industrial Energy,consumpinit_inen_energy_tj_per_tonne_production_lime_and_carbonite,1,Edmundo,0,,,,,,,
Industrial Energy,consumpinit_inen_energy_tj_per_tonne_production_metals,1,Edmundo,0,,,,,,,
Industrial Energy,consumpinit_inen_energy_tj_per_tonne_production_paper,1,Edmundo,0,,,,,,,
Industrial Energy,consumpinit_inen_energy_tj_per_tonne_production_plastic,1,Edmundo,0,,,,,,,
Industrial Energy,consumpinit_inen_energy_tj_per_tonne_production_recycled_glass,1,Edmundo,0,,,,,,,
Industrial Energy,consumpinit_inen_energy_tj_per_tonne_production_recycled_metals,1,Edmundo,0,,,,,,,
Industrial Energy,consumpinit_inen_energy_tj_per_tonne_production_recycled_paper,1,Edmundo,0,,,,,,,
Industrial Energy,consumpinit_inen_energy_tj_per_tonne_production_recycled_plastic,1,Edmundo,0,,,,,,,
Industrial Energy,consumpinit_inen_energy_tj_per_tonne_production_recycled_rubber_and_leather,1,Edmundo,0,,,,,,,
Industrial Energy,consumpinit_inen_energy_tj_per_tonne_production_recycled_textiles,1,Edmundo,0,,,,,,,
Industrial Energy,consumpinit_inen_energy_tj_per_tonne_production_recycled_wood,1,Edmundo,0,,,,,,,
Industrial Energy,consumpinit_inen_energy_tj_per_tonne_production_rubber_and_leather,1,Edmundo,0,,,,,,,
Industrial Energy,consumpinit_inen_energy_tj_per_tonne_production_textiles,1,Edmundo,0,,,,,,,
Industrial Energy,consumpinit_inen_energy_total_pj_agriculture_and_livestock,1,Edmundo,0,,,,,,,
Industrial Energy,frac_inen_energy_agriculture_and_livestock_coal,1,Hermilo y Mateo,1,,,Fraction of point-of-use demand ,,,,
Industrial Energy,frac_inen_energy_agriculture_and_livestock_coke,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_agriculture_and_livestock_diesel,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_agriculture_and_livestock_electricity,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_agriculture_and_livestock_gas_furnace,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_agriculture_and_livestock_gas_petroleum_liquid,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_agriculture_and_livestock_gasoline,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_agriculture_and_livestock_hydrogen,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_agriculture_and_livestock_kerosene,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_agriculture_and_livestock_natural_gas,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_agriculture_and_livestock_oil,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_agriculture_and_livestock_solar,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_agriculture_and_livestock_solid_biomass,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_cement_coal,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_cement_coke,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_cement_diesel,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_cement_electricity,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_cement_gas_furnace,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_cement_gas_petroleum_liquid,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_cement_gasoline,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_cement_hydrogen,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_cement_kerosene,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_cement_natural_gas,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_cement_oil,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_cement_solar,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_cement_solid_biomass,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_chemicals_coal,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_chemicals_coke,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_chemicals_diesel,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_chemicals_electricity,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_chemicals_gas_furnace,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_chemicals_gas_petroleum_liquid,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_chemicals_gasoline,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_chemicals_hydrogen,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_chemicals_kerosene,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_chemicals_natural_gas,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_chemicals_oil,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_chemicals_solar,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_chemicals_solid_biomass,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_electronics_coal,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_electronics_coke,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_electronics_diesel,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_electronics_electricity,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_electronics_gas_furnace,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_electronics_gas_petroleum_liquid,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_electronics_gasoline,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_electronics_hydrogen,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_electronics_kerosene,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_electronics_natural_gas,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_electronics_oil,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_electronics_solar,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_electronics_solid_biomass,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_glass_coal,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_glass_coke,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_glass_diesel,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_glass_electricity,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_glass_gas_furnace,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_glass_gas_petroleum_liquid,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_glass_gasoline,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_glass_hydrogen,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_glass_kerosene,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_glass_natural_gas,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_glass_oil,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_glass_solar,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_glass_solid_biomass,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_lime_and_carbonite_coal,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_lime_and_carbonite_coke,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_lime_and_carbonite_diesel,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_lime_and_carbonite_electricity,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_lime_and_carbonite_gas_furnace,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_lime_and_carbonite_gas_petroleum_liquid,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_lime_and_carbonite_gasoline,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_lime_and_carbonite_hydrogen,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_lime_and_carbonite_kerosene,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_lime_and_carbonite_natural_gas,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_lime_and_carbonite_oil,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_lime_and_carbonite_solar,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_lime_and_carbonite_solid_biomass,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_metals_coal,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_metals_coke,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_metals_diesel,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_metals_electricity,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_metals_gas_furnace,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_metals_gas_petroleum_liquid,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_metals_gasoline,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_metals_hydrogen,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_metals_kerosene,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_metals_natural_gas,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_metals_oil,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_metals_solar,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_metals_solid_biomass,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_other_product_manufacturing_coal,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_other_product_manufacturing_coke,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_other_product_manufacturing_diesel,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_other_product_manufacturing_electricity,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_other_product_manufacturing_gas_furnace,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_other_product_manufacturing_gas_petroleum_liquid,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_other_product_manufacturing_gasoline,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_other_product_manufacturing_hydrogen,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_other_product_manufacturing_kerosene,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_other_product_manufacturing_natural_gas,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_other_product_manufacturing_oil,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_other_product_manufacturing_solar,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_other_product_manufacturing_solid_biomass,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_paper_coal,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_paper_coke,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_paper_diesel,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_paper_electricity,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_paper_gas_furnace,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_paper_gas_petroleum_liquid,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_paper_gasoline,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_paper_hydrogen,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_paper_kerosene,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_paper_natural_gas,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_paper_oil,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_paper_solar,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_paper_solid_biomass,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_plastic_coal,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_plastic_coke,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_plastic_diesel,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_plastic_electricity,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_plastic_gas_furnace,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_plastic_gas_petroleum_liquid,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_plastic_gasoline,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_plastic_hydrogen,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_plastic_kerosene,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_plastic_natural_gas,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_plastic_oil,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_plastic_solar,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_plastic_solid_biomass,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_recycled_glass_coal,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_recycled_glass_coke,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_recycled_glass_diesel,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_recycled_glass_electricity,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_recycled_glass_gas_furnace,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_recycled_glass_gas_petroleum_liquid,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_recycled_glass_gasoline,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_recycled_glass_hydrogen,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_recycled_glass_kerosene,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_recycled_glass_natural_gas,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_recycled_glass_oil,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_recycled_glass_solar,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_recycled_glass_solid_biomass,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_recycled_metals_coal,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_recycled_metals_coke,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_recycled_metals_diesel,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_recycled_metals_electricity,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_recycled_metals_gas_furnace,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_recycled_metals_gas_petroleum_liquid,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_recycled_metals_gasoline,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_recycled_metals_hydrogen,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_recycled_metals_kerosene,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_recycled_metals_natural_gas,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_recycled_metals_oil,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_recycled_metals_solar,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_recycled_metals_solid_biomass,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_recycled_paper_coal,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_recycled_paper_coke,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_recycled_paper_diesel,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_recycled_paper_electricity,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_recycled_paper_gas_furnace,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_recycled_paper_gas_petroleum_liquid,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_recycled_paper_gasoline,1,Hermilo y Mateo,1,,,,,,,
Industrial Energy,frac_inen_energy_recycled_paper_hydrogen,1,Hermilo y Mateo,1,,,,,,,
