"year","location_code","prodinit_ippu_electronics_tonne"
2019,"HUN",1981361.32548697
2020,"HUN",1949718.0072758
2010,"IDN",3265896.7807904
2011,"IDN",3578380.30806047
2012,"IDN",3667731.94946095
2013,"IDN",3630276.61755092
2014,"IDN",3528704.89400623
2015,"IDN",3661959.29497032
2016,"IDN",4058120.80739513
2017,"IDN",4175994.04898377
2018,"IDN",4141013.86018885
2019,"IDN",4838745.03288345
2020,"IDN",4979830.02736936
2010,"IND",4085904.79486209
2011,"IND",4305265.78907593
2012,"IND",4097686.41479604
2013,"IND",4290474.22676029
2014,"IND",4609332.34590441
2015,"IND",5785436.91583567
2016,"IND",6612507.74160615
2017,"IND",7386613.07542904
2018,"IND",8363481.98500413
2019,"IND",9562137.32748626
2020,"IND",8666039.95870354
2010,"IRL",480040.427749127
2011,"IRL",465920.177627332
2012,"IRL",423486.012990744
2013,"IRL",416741.368243591
2014,"IRL",405001.272519835
2015,"IRL",410320.528387897
2016,"IRL",471989.861600329
2017,"IRL",486268.2481461
2018,"IRL",487862.821166831
2019,"IRL",512281.490703072
2020,"IRL",537419.001138869
2010,"IRN",756923.030575685
2011,"IRN",1149397.68638669
2012,"IRN",771245.095130167
2013,"IRN",675492.327883069
2014,"IRN",892426.63752367
2015,"IRN",777480.807054489
2016,"IRN",950570.553689477
2017,"IRN",899421.537193127
2018,"IRN",565770.212833642
2019,"IRN",449491.626893221
2020,"IRN",506008.275897663
2010,"IRQ",250506.971360986
2011,"IRQ",381157.343966024
2012,"IRQ",706229.338641564
2013,"IRQ",594889.900103843
2014,"IRQ",518989.395617266
2015,"IRQ",427021.53707018
2016,"IRQ",446024.847980554
2017,"IRQ",767044.034161331
2018,"IRQ",867955.377090358
2019,"IRQ",723979.521849343
2020,"IRQ",756323.512357812
2010,"ISL",42686.7864991509
2011,"ISL",44768.6178732277
2012,"ISL",48406.7445357188
2013,"ISL",46067.8021225487
2014,"ISL",45088.8047481973
2015,"ISL",42059.6246754451
2016,"ISL",46739.624748749
2017,"ISL",51268.1369856083
2018,"ISL",56828.4118770808
2019,"ISL",53159.0442202568
2020,"ISL",54571.785420094
2010,"ISR",1140007.09266536
2011,"ISR",1183178.17353934
2012,"ISR",1284728.25203806
2013,"ISR",1424852.52781016
2014,"ISR",1526134.80608622
2015,"ISR",1777817.44000908
2016,"ISR",1666461.92018304
2017,"ISR",1391912.70117152
2018,"ISR",1383454.6588073
2019,"ISR",1488580.58797775
2020,"ISR",1790760.53876467
2010,"ITA",8781697.50952086
2011,"ITA",8426258.13391873
2012,"ITA",7081839.93398841
2013,"ITA",7037020.53667738
2014,"ITA",7224086.23635702
2015,"ITA",6652817.71147174
2016,"ITA",6788733.26048348
2017,"ITA",6754718.35051644
2018,"ITA",7272862.11615875
2019,"ITA",7204000.22300351
2020,"ITA",7113595.68704059
2010,"JAM",17112.4334118632
2011,"JAM",16225.8194752119
2012,"JAM",15151.5925934274
2013,"JAM",14661.0658240753
2014,"JAM",16590.3465129334
2015,"JAM",22990.5828986593
2016,"JAM",20426.7556584196
2017,"JAM",20588.0726635464
2018,"JAM",19782.3715166274
2019,"JAM",17569.1677205607
2020,"JAM",18633.2100072617
2010,"JOR",58265.7320821993
2011,"JOR",63007.0097830556
2012,"JOR",75933.3297392551
2013,"JOR",80444.2683234229
2014,"JOR",73746.5893928022
2015,"JOR",94695.4733930558
2016,"JOR",93744.6638459964
2017,"JOR",99646.497007766
2018,"JOR",98905.0386606802
2019,"JOR",104560.508858499
2020,"JOR",91076.6034976991
2010,"JPN",45146819.2068485
2011,"JPN",44842955.0832709
2012,"JPN",45619719.2439295
2013,"JPN",37634482.9876786
2014,"JPN",33704919.3396185
2015,"JPN",32910993.2154205
2016,"JPN",37744931.8002104
2017,"JPN",36267749.606392
2018,"JPN",34403916.2429508
2019,"JPN",35262251.7631008
2020,"JPN",37130080.3592389
2010,"KAZ",233603.535349703
2011,"KAZ",391912.469834109
2012,"KAZ",465609.674968061
2013,"KAZ",445922.819015351
2014,"KAZ",496524.058038553
2015,"KAZ",359297.717034149
2016,"KAZ",297310.790574067
2017,"KAZ",407527.398900179
2018,"KAZ",453623.757316743
2019,"KAZ",485245.479771258
2020,"KAZ",410509.06504827
2010,"KEN",107139.501703967
2011,"KEN",98020.1045581975
2012,"KEN",143355.686896939
2013,"KEN",154293.803148103
2014,"KEN",164424.838688801
2015,"KEN",227593.009488399
2016,"KEN",253820.884413566
2017,"KEN",208686.494042246
2018,"KEN",233222.374428521
2019,"KEN",235816.058558521
2020,"KEN",242368.807249015
2010,"KGZ",7862.39084960344
2011,"KGZ",10037.0440547319
2012,"KGZ",12647.2520657443
2013,"KGZ",13297.1157781187
2014,"KGZ",18127.9149296617
2015,"KGZ",12362.7170332827
2016,"KGZ",14364.7701395849
2017,"KGZ",23938.6785824177
2018,"KGZ",46859.6663393529
2019,"KGZ",51970.7328322784
2020,"KGZ",46621.5235211057
2010,"KHM",18169.2324416534
2011,"KHM",44565.8803405638
2012,"KHM",37463.8727866553
2013,"KHM",48636.643491515
2014,"KHM",66295.8282984692
2015,"KHM",72062.7942730968
2016,"KHM",64533.2980693658
2017,"KHM",72510.3494016829
2018,"KHM",86410.2908525242
2019,"KHM",112021.222494813
2020,"KHM",111581.332219389
2010,"KIR",193.065135363756
2011,"KIR",115.401116038229
2012,"KIR",160.847367967412
2013,"KIR",200.965382642525
2014,"KIR",525.59664487748
2015,"KIR",335.282009630685
2016,"KIR",356.442289462607
2017,"KIR",210.266311314318
2018,"KIR",234.865596031386
2019,"KIR",201.424264582187
2020,"KIR",223.029134227119
2010,"KOR",11859678.3195482
2011,"KOR",11175210.3269147
2012,"KOR",11633142.462619
2013,"KOR",13858339.2780162
2014,"KOR",15410168.5539124
2015,"KOR",17583484.5833105
2016,"KOR",17926997.5815229
2017,"KOR",20369202.4225087
2018,"KOR",20962618.5935444
2019,"KOR",20248493.3135667
2020,"KOR",21125767.316909
2010,"KWT",189460.037101348
2011,"KWT",214087.5465674
2012,"KWT",305309.504269461
2013,"KWT",285318.94685359
2014,"KWT",259043.414814873
2015,"KWT",181958.324871417
2016,"KWT",162428.956528604
2017,"KWT",232683.435168278
2018,"KWT",229496.677911357
2019,"KWT",222803.920997688
2020,"KWT",228259.076508402
2010,"LAO",13755.5887214655
2011,"LAO",16498.0200245323
2012,"LAO",19481.4825219383
2013,"LAO",49560.7801534148
2014,"LAO",76873.8144378429
2015,"LAO",74361.0281487109
2016,"LAO",98117.0893713015
2017,"LAO",49806.8290541723
2018,"LAO",49806.8290541723
2019,"LAO",49806.8290541723
2020,"LAO",49806.8290541723
2010,"LBN",73300.3772605433
2011,"LBN",69951.4988804575
2012,"LBN",93150.1468680949
2013,"LBN",93732.961007691
2014,"LBN",93919.8896749323
2015,"LBN",95078.3797904299
2016,"LBN",90345.735939062
2017,"LBN",85117.0972027439
2018,"LBN",94538.3097699659
2019,"LBN",90336.7900764946
2020,"LBN",62519.7333985231
2010,"LBY",235010.016830979
2011,"LBY",58213.422966439
2012,"LBY",255120.657328815
2013,"LBY",145779.705770203
2014,"LBY",122313.587247428
2015,"LBY",135387.001828475
2016,"LBY",113488.774009391
2017,"LBY",94429.0389475344
2018,"LBY",202599.218334083
2019,"LBY",138552.006650862
2020,"LBY",150089.342991421
2010,"LKA",186417.42056341
2011,"LKA",186417.42056341
2012,"LKA",186417.42056341
2013,"LKA",186417.42056341
2014,"LKA",186417.42056341
2015,"LKA",160940.401821085
2016,"LKA",181887.72173742
2017,"LKA",188352.509206542
2018,"LKA",188296.051141439
2019,"LKA",191950.760117425
2020,"LKA",207077.079356549
2010,"LSO",15850.8478087731
2011,"LSO",12154.41229714
2012,"LSO",10493.3714699843
2013,"LSO",8774.88127239114
2014,"LSO",8648.60396029565
2015,"LSO",7943.62987146523
2016,"LSO",6490.87410793613
2017,"LSO",6479.28139134472
2018,"LSO",6762.80656873611
2019,"LSO",5976.11132345893
2020,"LSO",5094.81224825621
2010,"LTU",103258.985017254
2011,"LTU",104950.90525573
2012,"LTU",109959.297176317
2013,"LTU",124861.720157163
2014,"LTU",166046.188851874
2015,"LTU",155191.753787196
2016,"LTU",154688.757936138
2017,"LTU",169177.317913809
2018,"LTU",190283.974164792
2019,"LTU",191432.957399996
2020,"LTU",204007.81388209
2010,"LUX",60192.8332181828
2011,"LUX",94938.6262396235
2012,"LUX",86707.621548996
2013,"LUX",78099.8927455758
2014,"LUX",66180.7920358911
2015,"LUX",55854.1986271477
2016,"LUX",49501.3254392325
2017,"LUX",36516.2778631642
2018,"LUX",40596.6383243747
2019,"LUX",59329.8205727054
2020,"LUX",36132.8937150252
2010,"LVA",95100.5178520476
2011,"LVA",105505.969911883
2012,"LVA",120446.517882934
2013,"LVA",152232.289042482
2014,"LVA",164473.311737829
2015,"LVA",153509.369560233
2016,"LVA",149505.737945557
2017,"LVA",147302.707559107
2018,"LVA",161137.50799233
2019,"LVA",167754.586681913
2020,"LVA",185748.84493361
2010,"MAC",96236.8932477248
2011,"MAC",109965.725020241
2012,"MAC",111762.740835077
2013,"MAC",120126.276906906
2014,"MAC",140059.56329176
2015,"MAC",126145.840560749
2016,"MAC",95051.4464256289
2017,"MAC",91618.2342360788
2018,"MAC",120260.41432367
2019,"MAC",115322.269849261
2020,"MAC",49001.5933511138
2010,"MAR",503847.994449367
2011,"MAR",553616.070825077
2012,"MAR",527551.781249365
2013,"MAR",605341.17707769
2014,"MAR",740256.865542614
2015,"MAR",683159.446603482
2016,"MAR",723747.956992243
2017,"MAR",746576.150027228
2018,"MAR",791373.263438895
2019,"MAR",850583.233335662
2020,"MAR",782848.510590428
2010,"MDA",27804.2658826282
2011,"MDA",40122.7705092492
2012,"MDA",43109.1764215245
2013,"MDA",48960.836115438
2014,"MDA",49165.5460931413
2015,"MDA",44490.6579414751
2016,"MDA",46521.4621656755
2017,"MDA",64543.7801020876
2018,"MDA",93969.1564468893
2019,"MDA",99646.1160160259
2020,"MDA",90010.0418209793
2010,"MDG",15840.689062618
2011,"MDG",17244.3677620165
2012,"MDG",18754.5157338343
2013,"MDG",17049.6238997715
2014,"MDG",19986.9676698564
2015,"MDG",22934.3776816371
2016,"MDG",21216.7169637126
2017,"MDG",19775.7793065933
2018,"MDG",19946.5320201606
2019,"MDG",19795.1701589809
2020,"MDG",21202.1903425276
2010,"MDV",6738.3447929781
2011,"MDV",6738.3447929781
2012,"MDV",6738.3447929781
2013,"MDV",6738.3447929781
2014,"MDV",4860.52363240897
2015,"MDV",6249.30295859686
2016,"MDV",6203.4970877323
2017,"MDV",6666.59323539744
2018,"MDV",9032.54448750418
2019,"MDV",7510.59539337749
2020,"MDV",6645.35675582948
2010,"MEX",12573207.3616617
2011,"MEX",12551420.1118742
2012,"MEX",12890907.190897
2013,"MEX",13954469.4970768
2014,"MEX",13849277.4864484
2015,"MEX",13405879.2513089
2016,"MEX",12428766.4964308
2017,"MEX",13740508.525777
2018,"MEX",13914594.2001128
2019,"MEX",14624116.213285
2020,"MEX",12996545.3379814
2010,"MHL",303.01934288845
2011,"MHL",537.853204711557
2012,"MHL",211.046882490827
2013,"MHL",213.609625808825
2014,"MHL",419.631960119583
2015,"MHL",405.458708160497
2016,"MHL",2018.19758288305
2017,"MHL",8935.46244588367
2018,"MHL",1041.45823615813
2019,"MHL",3633.229012142
2020,"MHL",3548.19375099629
2010,"MKD",22151.0985044407
2011,"MKD",27125.248708592
2012,"MKD",25009.7386978878
2013,"MKD",32735.8098825505
2014,"MKD",50860.3670640052
2015,"MKD",54234.8710984842
2016,"MKD",62183.7060180786
2017,"MKD",72065.6926100269
2018,"MKD",94162.5142322114
2019,"MKD",99968.630162275
2020,"MKD",103820.320496308
2010,"MLI",17648.3708410298
2011,"MLI",22217.3862429145
2012,"MLI",24447.274650983
2013,"MLI",20712.7560111096
2014,"MLI",21185.4144574636
2015,"MLI",23993.6636862996
2016,"MLI",20309.1764415053
2017,"MLI",22339.1382680874
2018,"MLI",21930.7643953348
2019,"MLI",23221.4262076729
2020,"MLI",27710.0267695496
2010,"MLT",58726.3681025465
2011,"MLT",58943.4613411416
2012,"MLT",56773.5555125993
2013,"MLT",65053.4746380724
2014,"MLT",65110.6895467472
2015,"MLT",49924.8970321561
2016,"MLT",45483.0018254007
2017,"MLT",45200.69119391
2018,"MLT",45512.9606832299
2019,"MLT",42417.1741994082
2020,"MLT",38345.3057256921
2010,"MMR",258600.019742408
2011,"MMR",380012.886192569
2012,"MMR",639445.733929684
2013,"MMR",395069.045221525
2014,"MMR",399510.269741378
2015,"MMR",341751.619173948
2016,"MMR",261228.540628876
2017,"MMR",238325.171540983
2018,"MMR",239680.699387229
2019,"MMR",276516.260051232
2020,"MMR",286746.067243523
2010,"MNE",7874.0784408488
2011,"MNE",7244.90388187908
2012,"MNE",7284.81120907487
2013,"MNE",9018.04898274795
2014,"MNE",9489.10793395717
2015,"MNE",9120.09823196397
2016,"MNE",15567.5769450543
2017,"MNE",10115.9514451431
2018,"MNE",10391.4686332777
2019,"MNE",9495.78629147327
2020,"MNE",10194.0391034077
2010,"MNG",10655.7428474828
2011,"MNG",16926.4371200734
2012,"MNG",19082.388816067
2013,"MNG",18699.1923737308
2014,"MNG",17821.2238236713
2015,"MNG",16667.805076675
2016,"MNG",16874.3287827669
2017,"MNG",17027.1533602782
2018,"MNG",17957.1844489665
2019,"MNG",14575.4958420922
2020,"MNG",14971.8413047489
2010,"MNP",73.4512681326962
2011,"MNP",149.343138112725
2012,"MNP",68.4631605631119
2013,"MNP",92.5781794750231
2014,"MNP",70.0210109053151
2015,"MNP",90.0725084990691
2016,"MNP",195.440390534149
2017,"MNP",115.315999555755
2018,"MNP",165.535938318421
2019,"MNP",253.144266207196
2020,"MNP",127.336586030346
2010,"MOZ",24916.2072312029
2011,"MOZ",29136.9117125179
2012,"MOZ",23936.8692165945
2013,"MOZ",29072.366390502
2014,"MOZ",34203.4364845879
2015,"MOZ",37288.5595799942
2016,"MOZ",21360.891682167
2017,"MOZ",24195.8430437182
2018,"MOZ",20409.2226649819
2019,"MOZ",22107.7652034925
2020,"MOZ",23824.1033126643
2010,"MRT",7436.48844821807
2011,"MRT",8519.27414908506
2012,"MRT",10121.1399348258
2013,"MRT",10965.2165559938
2014,"MRT",13664.3981018296
2015,"MRT",10775.9216787962
2016,"MRT",14942.1502917836
2017,"MRT",15838.9603696438
2018,"MRT",14152.9701117799
2019,"MRT",14316.2850858655
2020,"MRT",12808.7127176647
2010,"MUS",13610.9878639677
2011,"MUS",13255.3337163324
2012,"MUS",18284.7317470499
2013,"MUS",18925.8758423312
2014,"MUS",27297.3960434
2015,"MUS",29162.2280628233
2016,"MUS",24895.4601652735
2017,"MUS",21357.7829949711
2018,"MUS",26007.1943344314
2019,"MUS",22496.2805203213
2020,"MUS",17011.4537097251
2010,"MYS",4474556.69372176
2011,"MYS",4847069.64134514
2012,"MYS",5108882.9807496
2013,"MYS",5408723.365987
2014,"MYS",5917648.63666721
2015,"MYS",6017303.99132993
2016,"MYS",6294478.01997566
2017,"MYS",6768520.77925109
2018,"MYS",7367197.17127502
2019,"MYS",8136797.70059467
2020,"MYS",8318905.85888521
2010,"NAM",20056.6311866622
2011,"NAM",22731.0465546712
2012,"NAM",23452.1082783932
2013,"NAM",25727.1322319647
2014,"NAM",30195.7367165372
2015,"NAM",25528.4075431059
2016,"NAM",21059.2254815385
2017,"NAM",27807.1093782531
2018,"NAM",59302.3655214919
2019,"NAM",22099.5186979096
2020,"NAM",19493.5515316825
2010,"NCL",14947.6355911343
2011,"NCL",17079.117640143
2012,"NCL",13970.3573161638
2013,"NCL",14767.2627292534
2014,"NCL",14860.7691386292
2015,"NCL",11833.7325783859
2016,"NCL",10695.9885799897
2017,"NCL",10159.5155883409
2018,"NCL",13539.297395255
2019,"NCL",13539.297395255
2020,"NCL",13539.297395255
2010,"NER",10564.6935366561
2011,"NER",11758.9991492697
2012,"NER",8147.52318927798
2013,"NER",10630.5430053098
2014,"NER",15738.9421495474
2015,"NER",10786.0008927438
2016,"NER",10097.1057564302
2017,"NER",13318.3320494339
2018,"NER",11341.770875988
2019,"NER",17007.8380080878
2020,"NER",14974.4991108734
2010,"NGA",719714.917515046
2011,"NGA",736992.025127969
2012,"NGA",1060561.42668825
2013,"NGA",1008589.67424392
2014,"NGA",1191644.22988317
2015,"NGA",1078840.01943324
2016,"NGA",723677.608496467
2017,"NGA",666295.636016098
2018,"NGA",533099.147048087
2019,"NGA",630478.660721345
2020,"NGA",1373176.81116857
2010,"NIC",39232.3021667292
2011,"NIC",41361.2682294142
2012,"NIC",57769.5426461968
2013,"NIC",98068.3408008886
2014,"NIC",89460.7382946078
2015,"NIC",99441.9885513451
2016,"NIC",116221.061294563
2017,"NIC",77581.1000209051
2018,"NIC",66776.3942495914
2019,"NIC",61425.0077572945
2020,"NIC",65645.8378229215
2010,"NLD",4272226.53755619
2011,"NLD",4267703.42535559
2012,"NLD",4054371.64973975
2013,"NLD",4110719.13785011
2014,"NLD",4330901.88065927
2015,"NLD",3835863.61288882
2016,"NLD",4172333.45630895
2017,"NLD",4531661.03302497
2018,"NLD",4741980.85427273
2019,"NLD",4994911.01415708
2020,"NLD",5233460.78245662
2010,"NOR",987407.72847941
2011,"NOR",1040103.13426736
2012,"NOR",1111606.59943153
2013,"NOR",1107665.72055431
2014,"NOR",1058297.49924599
2015,"NOR",808021.641054183
2016,"NOR",751852.008273582
2017,"NOR",794017.135651992
2018,"NOR",867609.899176489
2019,"NOR",886711.523782843
2020,"NOR",837305.037132881
2010,"NPL",26902.3400353807
2011,"NPL",36662.6656102487
2012,"NPL",39792.4646896726
2013,"NPL",41044.8004832853
2014,"NPL",34728.0058448586
2015,"NPL",28353.1874672181
2016,"NPL",42325.4917992438
2017,"NPL",43190.5216526139
2018,"NPL",46209.6345271867
2019,"NPL",63717.9984578407
2020,"NPL",62011.3787240053
2010,"NRU",92.4580631172122
2011,"NRU",116.840788831354
2012,"NRU",189.10016136346
2013,"NRU",301.092696729978
2014,"NRU",213.955796871365
2015,"NRU",88.1825680084327
2016,"NRU",192.46967678367
2017,"NRU",267.929704605344
2018,"NRU",195.572607715838
2019,"NRU",210.892314102298
2020,"NRU",246.54868272327
2010,"NZL",293010.283759508
2011,"NZL",354184.154790132
2012,"NZL",371271.369965208
2013,"NZL",361993.511859115
2014,"NZL",357796.220603939
2015,"NZL",349389.52581174
2016,"NZL",357791.615165454
2017,"NZL",383682.936011647
2018,"NZL",371416.18765426
2019,"NZL",396037.835419498
2020,"NZL",442258.379419965
2010,"OMN",130036.522589841
2011,"OMN",154937.326189195
2012,"OMN",167764.135131867
2013,"OMN",150779.688402264
2014,"OMN",151325.618438036
2015,"OMN",140318.614500462
2016,"OMN",137329.688660757
2017,"OMN",210728.58238122
2018,"OMN",280848.331407005
2019,"OMN",279456.057897274
2020,"OMN",217268.910406563
2010,"PAK",397339.129677876
2011,"PAK",448411.603886092
2012,"PAK",471278.838569104
2013,"PAK",516485.306149001
2014,"PAK",644816.261231069
2015,"PAK",847149.087872558
2016,"PAK",951536.691357206
2017,"PAK",910277.324449285
2018,"PAK",737139.446556011
2019,"PAK",728841.645860283
2020,"PAK",821693.497763226
2010,"PAN",107143.436996049
2011,"PAN",109496.207662845
2012,"PAN",131305.492695552
2013,"PAN",154485.549303145
2014,"PAN",145070.322748326
2015,"PAN",149278.386793488
2016,"PAN",162200.625741418
2017,"PAN",178398.43325637
2018,"PAN",125544.438725365
2019,"PAN",159137.262982537
2020,"PAN",193451.205929232
2010,"PER",318764.382857729
2011,"PER",386629.467617239
2012,"PER",435051.953108997
2013,"PER",450557.859451169
2014,"PER",466323.456876303
2015,"PER",491353.270110164
2016,"PER",453230.009368236
2017,"PER",469199.451919957
2018,"PER",441982.475839454
2019,"PER",457289.149611657
2020,"PER",429809.496763082
2010,"PHL",4740008.57686349
2011,"PHL",4848468.62780449
2012,"PHL",5475495.76927612
2013,"PHL",5722774.50537926
2014,"PHL",5959940.08783835
2015,"PHL",6021260.84861893
2016,"PHL",5946747.06168075
2017,"PHL",6456852.82100339
2018,"PHL",6646545.62343287
2019,"PHL",6503513.34519767
2020,"PHL",6935497.13438759
2010,"POL",2939131.84167898
2011,"POL",2946686.44768825
2012,"POL",2837947.24234433
2013,"POL",3095893.76724126
2014,"POL",3419872.06917583
2015,"POL",3285179.24047679
2016,"POL",3028168.92214825
2017,"POL",3086878.37554741
2018,"POL",3477467.55783219
2019,"POL",3569617.66769348
2020,"POL",3946992.5782426
2010,"PRT",933842.466203569
2011,"PRT",947020.409013402
2012,"PRT",836383.883834792
2013,"PRT",823847.709787077
2014,"PRT",823260.074584319
2015,"PRT",714193.793797551
2016,"PRT",801970.656215476
2017,"PRT",829310.370715311
2018,"PRT",925402.486929014
2019,"PRT",950712.356285383
2020,"PRT",966705.800736612
2010,"PRY",106645.358304053
2011,"PRY",122924.073307108
2012,"PRY",113957.289304312
2013,"PRY",141582.605398567
2014,"PRY",158846.464665304
2015,"PRY",150675.9084637
2016,"PRY",192312.082207071
2017,"PRY",237878.153233986
2018,"PRY",212413.912472056
2019,"PRY",213570.226898081
2020,"PRY",160635.280528935
2010,"PSE",8663.54172759163
2011,"PSE",10077.024313836
2012,"PSE",10747.9347082025
2013,"PSE",12900.98129661
2014,"PSE",12223.9751881031
2015,"PSE",11219.7204674087
2016,"PSE",11674.6831301207
2017,"PSE",12718.8629415184
2018,"PSE",13335.9200761516
2019,"PSE",16734.3368322907
2020,"PSE",15227.9636146023
2010,"PYF",9697.17438322078
2011,"PYF",9697.17438322078
2012,"PYF",9697.17438322078
2013,"PYF",9697.17438322078
2014,"PYF",9697.17438322078
2015,"PYF",9697.17438322078
2016,"PYF",9697.17438322078
2017,"PYF",8448.52731779711
2018,"PYF",9697.17438322078
2019,"PYF",11016.8544222136
2020,"PYF",9626.1414096516
2010,"QAT",278239.072448668
2011,"QAT",222341.748109947
2012,"QAT",202011.512579938
2013,"QAT",199284.906231635
2014,"QAT",253220.991660976
2015,"QAT",207658.022702941
2016,"QAT",164396.114937055
2017,"QAT",185053.20099752
2018,"QAT",250019.997367598
2019,"QAT",310232.884391774
2020,"QAT",161830.129626532
2010,"ROU",1605869.49570811
2011,"ROU",1748250.22451634
2012,"ROU",1510079.22959478
2013,"ROU",1534592.18393326
2014,"ROU",1665134.01069632
2015,"ROU",1544246.94805979
2016,"ROU",1663603.39216116
2017,"ROU",1750224.66948911
2018,"ROU",2042411.30412617
2019,"ROU",2101453.45933256
2020,"ROU",2095847.61240878
2010,"RUS",3506397.0754465
2011,"RUS",4631262.03118004
2012,"RUS",5286632.38258032
2013,"RUS",5295970.74246492
2014,"RUS",4988093.80670854
2015,"RUS",2977448.43952579
2016,"RUS",3315891.41488952
2017,"RUS",3833159.02890505
2018,"RUS",4103146.47213952
2019,"RUS",4315037.36711394
2020,"RUS",4197380.07197511
2010,"RWA",12247.5542804925
2011,"RWA",15496.1372541299
2012,"RWA",13988.3439927046
2013,"RWA",12502.3613084519
2014,"RWA",14395.6817540463
2015,"RWA",15913.8505838637
2016,"RWA",15267.699597304
2017,"RWA",16067.7975086131
2018,"RWA",19269.9026373015
2019,"RWA",15721.3595814649
2020,"RWA",19776.7477768398
2010,"SAU",784058.63637031
2011,"SAU",1186885.63139868
2012,"SAU",1534331.52099086
2013,"SAU",1417398.42219777
2014,"SAU",1343959.66090007
2015,"SAU",1294820.60399116
2016,"SAU",1296960.99105694
2017,"SAU",1399062.59492959
2018,"SAU",1455811.8870724
2019,"SAU",1472588.09197404
2020,"SAU",1423406.08849579
2010,"SDN",140268.606699386
2011,"SDN",226749.97882064
2012,"SDN",129029.871945002
2013,"SDN",112757.584306282
2014,"SDN",1908591.55679658
2015,"SDN",2111271.21344197
2016,"SDN",2210615.85062738
2017,"SDN",2077540.30636295
2018,"SDN",2100230.6034144
2019,"SDN",3079034.86204872
2020,"SDN",5917884.69498186
2010,"SEN",29008.6714345149
2011,"SEN",43301.886718367
2012,"SEN",40166.3854770054
2013,"SEN",41447.8217209621
2014,"SEN",54740.2482585145
2015,"SEN",58202.4410095045
2016,"SEN",63680.5490810081
2017,"SEN",71550.8902423496
2018,"SEN",69169.7868780983
2019,"SEN",70463.2437239542
2020,"SEN",64317.5229202573
2010,"SGP",2195041.57245796
2011,"SGP",2369693.4734874
2012,"SGP",2439078.00340275
2013,"SGP",2518247.2300671
2014,"SGP",2596220.47141052
2015,"SGP",2683131.04177518
2016,"SGP",2770854.47945569
2017,"SGP",3718321.56794115
2018,"SGP",2915374.09515242
2019,"SGP",2890724.91120059
2020,"SGP",2885902.1396028
2010,"SLB",1067.2744801341
2011,"SLB",939.612746168614
2012,"SLB",1122.09272635161
2013,"SLB",1410.73958446336
2014,"SLB",1205.69588397407
2015,"SLB",1681.23520441671
2016,"SLB",1731.31687743616
2017,"SLB",1949.07200985712
2018,"SLB",1926.12887980583
2019,"SLB",2810.67305905937
2020,"SLB",1792.42389734641
2010,"SLE",10537.3337061804
2011,"SLE",8604.41746100976
2012,"SLE",7480.20863526819
2013,"SLE",6078.22658969515
2014,"SLE",5659.32105798663
2015,"SLE",7053.93552475677
2016,"SLE",4537.55735764855
2017,"SLE",5913.453678074
2018,"SLE",8633.58386060932
2019,"SLE",9904.75729475782
2020,"SLE",9495.53797746446
2010,"SLV",46765.789520453
2011,"SLV",46471.3952234156
2012,"SLV",51705.3605275259
2013,"SLV",52687.5556189262
2014,"SLV",54604.3516990477
2015,"SLV",62564.0860174214
2016,"SLV",70554.0525673035
2017,"SLV",77457.1410833503
2018,"SLV",93226.9265936227
2019,"SLV",91221.5626382439
2020,"SLV",90719.2433295998
2010,"SMR",392.262851491074
2011,"SMR",392.262851491074
2012,"SMR",392.262851491074
2013,"SMR",392.262851491074
2014,"SMR",392.262851491074
2015,"SMR",350.361681255786
2016,"SMR",370.297367222297
2017,"SMR",402.452592127617
2018,"SMR",398.981782269828
2019,"SMR",449.449305876199
2020,"SMR",382.034380194715
2010,"SOM",7218.49991438767
2011,"SOM",7218.49991438767
2012,"SOM",7218.49991438767
2013,"SOM",6244.78735003133
2014,"SOM",4040.43178770025
2015,"SOM",5401.51826619865
2016,"SOM",5324.06343885001
2017,"SOM",6473.89281348673
2018,"SOM",9315.65297275041
2019,"SOM",9594.15459546467
2020,"SOM",11353.4980906193
2010,"SRB",150656.37744325
2011,"SRB",179133.645101936
2012,"SRB",190119.643925803
2013,"SRB",214194.351001153
2014,"SRB",207071.578048704
2015,"SRB",191169.3958105
2016,"SRB",226497.575554534
2017,"SRB",234055.649955646
2018,"SRB",296873.170344061
2019,"SRB",326049.61890918
2020,"SRB",344361.48294278
2010,"SSD",3007.65842175602
2011,"SSD",3007.65842175602
2012,"SSD",1572.79032758653
2013,"SSD",3538.66479206041
2014,"SSD",2453.14559485005
2015,"SSD",4466.03297252708
2016,"SSD",3007.65842175602
2017,"SSD",3007.65842175602
2018,"SSD",3007.65842175602
2019,"SSD",3007.65842175602
2020,"SSD",3007.65842175602
2010,"SUR",8465.26421934614
2011,"SUR",8465.26421934614
2012,"SUR",8465.26421934614
2013,"SUR",8465.26421934614
2014,"SUR",8465.26421934614
2015,"SUR",8465.26421934614
2016,"SUR",8465.26421934614
2017,"SUR",8465.26421934614
2018,"SUR",8465.26421934614
2019,"SUR",8465.26421934614
2020,"SUR",8465.26421934614
2010,"SVK",1058711.7444163
2011,"SVK",1003509.2715501
2012,"SVK",912689.905660844
2013,"SVK",967285.333361459
2014,"SVK",1011063.84202762
2015,"SVK",887388.376143771
2016,"SVK",910486.780560061
2017,"SVK",888880.912439198
2018,"SVK",961164.099791994
2019,"SVK",981401.007534071
2020,"SVK",1014987.04871438
2010,"SVN",259070.328915
2011,"SVN",284411.690979992
