"year","location_code","prodinit_ippu_chemicals_tonne"
2015,"IDN",6571233.22094642
2016,"IDN",7277839.97970225
2017,"IDN",7996508.78751073
2018,"IDN",7447689.30937736
2019,"IDN",8156053.90603194
2020,"IDN",8257957.97451342
2010,"IND",14510182.6802466
2011,"IND",13762475.5725396
2012,"IND",14506278.3558877
2013,"IND",16016446.95597
2014,"IND",18361180.5738462
2015,"IND",23369332.0925567
2016,"IND",23801391.6797406
2017,"IND",25808502.2776969
2018,"IND",28240890.876376
2019,"IND",32299074.9653791
2020,"IND",32311609.1644321
2010,"IRL",4079834.85422284
2011,"IRL",4068614.85560207
2012,"IRL",3909250.62470011
2013,"IRL",4032808.64647259
2014,"IRL",3556651.95875294
2015,"IRL",3458896.16147307
2016,"IRL",4150882.93295416
2017,"IRL",3407146.88087626
2018,"IRL",4051674.06827564
2019,"IRL",4358837.4809173
2020,"IRL",4602835.25597252
2010,"IRN",3012383.29976959
2011,"IRN",3351190.34665964
2012,"IRN",2556026.54467429
2013,"IRN",2648798.80666525
2014,"IRN",2729455.28870173
2015,"IRN",3481403.80987808
2016,"IRN",3128775.16795237
2017,"IRN",3364717.6269641
2018,"IRN",2165273.41308709
2019,"IRN",2124411.0309173
2020,"IRN",2109422.48500716
2010,"IRQ",52616.6644190738
2011,"IRQ",72120.5702426828
2012,"IRQ",90671.5650401368
2013,"IRQ",96200.6748879272
2014,"IRQ",104753.960807198
2015,"IRQ",141232.291608543
2016,"IRQ",195365.160469189
2017,"IRQ",165000.548143782
2018,"IRQ",239688.026908707
2019,"IRQ",133540.524389888
2020,"IRQ",110195.849183289
2010,"ISL",114321.73098019
2011,"ISL",122839.81906042
2012,"ISL",107594.368422606
2013,"ISL",132434.839341154
2014,"ISL",140510.59607382
2015,"ISL",175792.082315715
2016,"ISL",163567.176642203
2017,"ISL",189629.062022861
2018,"ISL",169001.663653954
2019,"ISL",158858.240599696
2020,"ISL",175085.011929425
2010,"ISR",2085209.78493665
2011,"ISR",2162536.21816651
2012,"ISR",2192620.68270479
2013,"ISR",2316961.25761941
2014,"ISR",2435473.87945776
2015,"ISR",2299663.84557415
2016,"ISR",2386464.57403209
2017,"ISR",2399328.16382189
2018,"ISR",2297635.71511834
2019,"ISR",2515683.29371623
2020,"ISR",2559773.34226584
2010,"ITA",11471593.9199647
2011,"ITA",11351529.9303614
2012,"ITA",11439568.27295
2013,"ITA",13008788.2747026
2014,"ITA",12617254.8675955
2015,"ITA",11609051.6020587
2016,"ITA",12321953.5176236
2017,"ITA",11864566.2041794
2018,"ITA",11808068.502276
2019,"ITA",12024156.5937738
2020,"ITA",13171656.3066176
2010,"JAM",155209.320276923
2011,"JAM",230387.67900927
2012,"JAM",191685.096196039
2013,"JAM",206246.666208776
2014,"JAM",231218.734621353
2015,"JAM",236567.586256145
2016,"JAM",204116.588128651
2017,"JAM",235223.687703097
2018,"JAM",298351.441278218
2019,"JAM",254931.648160624
2020,"JAM",206840.297546668
2010,"JOR",407530.623993068
2011,"JOR",467288.022128213
2012,"JOR",448825.743832351
2013,"JOR",485906.007322345
2014,"JOR",544180.363148156
2015,"JOR",671341.365521797
2016,"JOR",690834.225993644
2017,"JOR",714887.556751939
2018,"JOR",709212.37467665
2019,"JOR",830469.661910994
2020,"JOR",1238152.32117574
2010,"JPN",36806570.5929637
2011,"JPN",36344996.4301774
2012,"JPN",34183356.6688162
2013,"JPN",31840856.3800069
2014,"JPN",28432217.631869
2015,"JPN",27973041.1596085
2016,"JPN",32319768.242576
2017,"JPN",32489714.8983005
2018,"JPN",31359924.1768607
2019,"JPN",32502259.2712493
2020,"JPN",32413421.4666591
2010,"KAZ",644421.443840881
2011,"KAZ",798697.728622985
2012,"KAZ",873577.901448117
2013,"KAZ",1250340.05510237
2014,"KAZ",1265999.32393447
2015,"KAZ",1668155.56575846
2016,"KAZ",1258047.44055207
2017,"KAZ",1439451.20519431
2018,"KAZ",1079361.62669232
2019,"KAZ",1181998.02521656
2020,"KAZ",1434511.65081058
2010,"KEN",211030.605577403
2011,"KEN",171406.239666863
2012,"KEN",208004.220505974
2013,"KEN",301944.438667289
2014,"KEN",314922.753085713
2015,"KEN",353987.686182487
2016,"KEN",396151.537768588
2017,"KEN",386078.017546095
2018,"KEN",390056.689557973
2019,"KEN",442746.873876177
2020,"KEN",526572.580226577
2010,"KGZ",47291.4526884516
2011,"KGZ",18919.5457498296
2012,"KGZ",20795.0036457877
2013,"KGZ",30639.893376139
2014,"KGZ",33096.8544858479
2015,"KGZ",21204.2146356202
2016,"KGZ",15086.5250051297
2017,"KGZ",17884.6042416922
2018,"KGZ",17947.8237905716
2019,"KGZ",28710.916082028
2020,"KGZ",23321.245085248
2010,"KHM",28626.6218718588
2011,"KHM",41877.8601780714
2012,"KHM",60662.1134470778
2013,"KHM",56687.7094897521
2014,"KHM",54964.8572718987
2015,"KHM",60238.7017359641
2016,"KHM",52909.6831439477
2017,"KHM",67663.5552476951
2018,"KHM",71360.4679547347
2019,"KHM",75034.2402683372
2020,"KHM",76283.5685879279
2010,"KIR",9.76610991715603
2011,"KIR",72.4143515964173
2012,"KIR",57.8135217364709
2013,"KIR",16.6926143502584
2014,"KIR",19.1394551377116
2015,"KIR",63.4937628913079
2016,"KIR",180.70116280635
2017,"KIR",13.6723416066111
2018,"KIR",29.1227083569387
2019,"KIR",47.1624839646952
2020,"KIR",34.1539041991948
2010,"KOR",9029042.97466289
2011,"KOR",9073704.50989641
2012,"KOR",9258850.72778618
2013,"KOR",10709873.5462633
2014,"KOR",12279603.9920069
2015,"KOR",12907348.6646293
2016,"KOR",14026251.4818936
2017,"KOR",15956988.781186
2018,"KOR",16308325.480323
2019,"KOR",15689577.7660974
2020,"KOR",14512835.0974862
2010,"KWT",442692.165056753
2011,"KWT",482444.903190732
2012,"KWT",488415.431823482
2013,"KWT",674183.961726938
2014,"KWT",633696.467854227
2015,"KWT",676221.841179304
2016,"KWT",655636.83637114
2017,"KWT",655974.802125535
2018,"KWT",755339.791310132
2019,"KWT",693527.938755665
2020,"KWT",615813.413939391
2010,"LAO",23176.2714391357
2011,"LAO",31535.4719951108
2012,"LAO",48063.318115259
2013,"LAO",57337.013685704
2014,"LAO",70123.478259835
2015,"LAO",137924.145479643
2016,"LAO",127730.687229843
2017,"LAO",70841.4837435044
2018,"LAO",70841.4837435044
2019,"LAO",70841.4837435044
2020,"LAO",70841.4837435044
2010,"LBN",70606.9891323807
2011,"LBN",79661.0824928555
2012,"LBN",81574.9058846039
2013,"LBN",73991.0522799609
2014,"LBN",91509.5793700722
2015,"LBN",116193.382743943
2016,"LBN",82145.2733396559
2017,"LBN",93645.5268106509
2018,"LBN",111680.726822618
2019,"LBN",118694.384649196
2020,"LBN",110532.852860092
2010,"LBY",179021.696308978
2011,"LBY",63056.4939927545
2012,"LBY",68221.4568718406
2013,"LBY",85440.8527148155
2014,"LBY",90553.4794892267
2015,"LBY",122139.53271938
2016,"LBY",138293.836265251
2017,"LBY",94347.3984517008
2018,"LBY",85989.7221281647
2019,"LBY",46042.5062790709
2020,"LBY",97310.6975221183
2010,"LKA",243708.721389412
2011,"LKA",243708.721389412
2012,"LKA",243708.721389412
2013,"LKA",243708.721389412
2014,"LKA",243708.721389412
2015,"LKA",268413.167957429
2016,"LKA",208009.829179563
2017,"LKA",213289.560936928
2018,"LKA",219408.103459097
2019,"LKA",227490.820083021
2020,"LKA",325640.846720436
2010,"LSO",1262.13889800491
2011,"LSO",1400.59394625074
2012,"LSO",1715.80632768971
2013,"LSO",1659.36123695781
2014,"LSO",2057.26468631287
2015,"LSO",1676.26099232962
2016,"LSO",1042.46295124047
2017,"LSO",1780.63704756277
2018,"LSO",1438.70402041579
2019,"LSO",1614.23957982658
2020,"LSO",1372.36552038504
2010,"LTU",331210.757603062
2011,"LTU",390628.105673978
2012,"LTU",399254.964101895
2013,"LTU",379353.800791827
2014,"LTU",407910.18948341
2015,"LTU",443297.425236575
2016,"LTU",427471.361624922
2017,"LTU",419162.114953716
2018,"LTU",425758.110717467
2019,"LTU",483284.47390718
2020,"LTU",458197.33049664
2010,"LUX",38275.0532723142
2011,"LUX",43440.1723566949
2012,"LUX",35642.1621443254
2013,"LUX",37288.6723274449
2014,"LUX",37826.5806961999
2015,"LUX",31516.6647041117
2016,"LUX",31372.9572224189
2017,"LUX",31909.8947214454
2018,"LUX",32173.2203626749
2019,"LUX",32017.3662060708
2020,"LUX",31225.6770817322
2010,"LVA",120598.064087763
2011,"LVA",123457.292695471
2012,"LVA",120813.49868092
2013,"LVA",107707.336826971
2014,"LVA",125205.757025714
2015,"LVA",108767.477030316
2016,"LVA",124103.696122837
2017,"LVA",127103.184651538
2018,"LVA",141491.632313563
2019,"LVA",176415.067759048
2020,"LVA",153142.373394499
2010,"MAC",12480.6616748681
2011,"MAC",14123.0896805521
2012,"MAC",17989.2268418934
2013,"MAC",15050.7740406396
2014,"MAC",19380.8233872699
2015,"MAC",25943.8954489252
2016,"MAC",37753.2303111456
2017,"MAC",41531.9908850019
2018,"MAC",46974.6608437006
2019,"MAC",16710.2650009025
2020,"MAC",12818.1443364499
2010,"MAR",1152672.54512713
2011,"MAR",1384613.89637773
2012,"MAR",1310753.94094221
2013,"MAR",1202905.02950833
2014,"MAR",1407898.99393345
2015,"MAR",1627770.75729091
2016,"MAR",1592707.3064995
2017,"MAR",1729328.83227669
2018,"MAR",1751942.48459103
2019,"MAR",1884528.17064174
2020,"MAR",2127717.86592303
2010,"MDA",8224.41388791855
2011,"MDA",11982.5759392747
2012,"MDA",11238.7929423321
2013,"MDA",15277.0315919905
2014,"MDA",13377.1562611056
2015,"MDA",13309.6630485866
2016,"MDA",19623.4459894905
2017,"MDA",22680.6366281344
2018,"MDA",26376.4380438261
2019,"MDA",29717.7081706438
2020,"MDA",27992.9689444606
2010,"MDG",8583.88421440152
2011,"MDG",11544.3393654639
2012,"MDG",16843.9520046384
2013,"MDG",28174.3474439562
2014,"MDG",28343.0414148917
2015,"MDG",34556.7554372267
2016,"MDG",30205.803816346
2017,"MDG",26504.7065866463
2018,"MDG",32457.0549660071
2019,"MDG",30293.2510621923
2020,"MDG",32862.3884224157
2010,"MDV",1032.92261356891
2011,"MDV",1032.92261356891
2012,"MDV",1032.92261356891
2013,"MDV",1032.92261356891
2014,"MDV",582.800937683264
2015,"MDV",976.181443009531
2016,"MDV",1841.00302824793
2017,"MDV",911.918543121581
2018,"MDV",1147.81602468949
2019,"MDV",812.718164821729
2020,"MDV",958.020153408823
2010,"MEX",4530408.69797673
2011,"MEX",4728557.42149662
2012,"MEX",5163443.59421655
2013,"MEX",5315622.78741671
2014,"MEX",5198313.58500648
2015,"MEX",4701023.69539707
2016,"MEX",4189485.03955115
2017,"MEX",4582370.11767378
2018,"MEX",4447272.31301377
2019,"MEX",4556462.75055667
2020,"MEX",4145162.07494542
2010,"MHL",118.387827255561
2011,"MHL",1642.25125063838
2012,"MHL",41.6799413677688
2013,"MHL",44.7548392746889
2014,"MHL",54.5854800020587
2015,"MHL",71.5495163575477
2016,"MHL",624.292842662055
2017,"MHL",1246.90003839232
2018,"MHL",831.851364644122
2019,"MHL",1203.08654595863
2020,"MHL",469.800619668153
2010,"MKD",43295.7553917026
2011,"MKD",27952.9657797284
2012,"MKD",28870.4334467695
2013,"MKD",43682.9687180773
2014,"MKD",25395.2813449316
2015,"MKD",22664.289324928
2016,"MKD",22988.2555640708
2017,"MKD",21129.0704012441
2018,"MKD",23694.1273124402
2019,"MKD",35410.1052759264
2020,"MKD",63725.6606137837
2010,"MLI",43104.5005487855
2011,"MLI",69784.1706337318
2012,"MLI",84033.719910963
2013,"MLI",53707.3740626753
2014,"MLI",38792.0376580943
2015,"MLI",36275.170988694
2016,"MLI",90478.0556639716
2017,"MLI",84979.55684332
2018,"MLI",70299.853984615
2019,"MLI",81055.9594192075
2020,"MLI",42405.1876902918
2010,"MLT",24785.6865687774
2011,"MLT",21792.5235485731
2012,"MLT",29444.4166701596
2013,"MLT",27473.8257501176
2014,"MLT",27118.4740756648
2015,"MLT",26132.4542540475
2016,"MLT",19155.1553358688
2017,"MLT",17731.7383199364
2018,"MLT",15377.9346802138
2019,"MLT",37753.2976959416
2020,"MLT",23262.0562717952
2010,"MMR",284965.129017292
2011,"MMR",430198.538981228
2012,"MMR",622832.446213463
2013,"MMR",278992.533821381
2014,"MMR",237820.326293681
2015,"MMR",230926.062554199
2016,"MMR",211285.977953378
2017,"MMR",225082.962057753
2018,"MMR",287097.717276555
2019,"MMR",466924.566045855
2020,"MMR",575306.355886353
2010,"MNE",14290.1324514661
2011,"MNE",13931.4636867759
2012,"MNE",9129.81048314191
2013,"MNE",8460.86374046821
2014,"MNE",8047.83241240564
2015,"MNE",8619.45086213115
2016,"MNE",6845.64514626143
2017,"MNE",7942.53515379292
2018,"MNE",8934.29586958623
2019,"MNE",9257.48479697422
2020,"MNE",7986.93091159722
2010,"MNG",5424.8153852159
2011,"MNG",5392.61068141704
2012,"MNG",7845.66267139054
2013,"MNG",10956.8196236485
2014,"MNG",11294.6720322579
2015,"MNG",15821.4782018109
2016,"MNG",14615.4326736177
2017,"MNG",15379.3287620635
2018,"MNG",12306.4051857288
2019,"MNG",14260.964951269
2020,"MNG",14894.2328204747
2010,"MNP",13.3941058839044
2011,"MNP",3.25061581984065
2012,"MNP",1.50176802723193
2013,"MNP",5.85074891879992
2014,"MNP",13.2130915251618
2015,"MNP",133.72535718305
2016,"MNP",170.064558845096
2017,"MNP",158.362767792521
2018,"MNP",8.35798973379817
2019,"MNP",10.8281793800068
2020,"MNP",51.8549183109411
2010,"MOZ",38626.4619901322
2011,"MOZ",51254.1317270949
2012,"MOZ",43746.4360428069
2013,"MOZ",48238.4885950076
2014,"MOZ",66840.4358324316
2015,"MOZ",105806.45322691
2016,"MOZ",102496.130684997
2017,"MOZ",160427.832248688
2018,"MOZ",136708.796634769
2019,"MOZ",120287.479132615
2020,"MOZ",144529.552690712
2010,"MRT",9020.73469105173
2011,"MRT",8994.25399263439
2012,"MRT",11988.5301615136
2013,"MRT",12795.7392156223
2014,"MRT",9629.65586464088
2015,"MRT",8875.48879465158
2016,"MRT",11328.7829809667
2017,"MRT",15699.1594464212
2018,"MRT",14210.2696423928
2019,"MRT",14464.8518493614
2020,"MRT",21707.6545128413
2010,"MUS",10232.4695739196
2011,"MUS",17952.9019990291
2012,"MUS",12148.3032448544
2013,"MUS",11466.3110446637
2014,"MUS",15942.7651078046
2015,"MUS",14953.9268008043
2016,"MUS",15003.1735141429
2017,"MUS",18160.9372085455
2018,"MUS",23308.1938309497
2019,"MUS",24415.4382733709
2020,"MUS",25676.2178669325
2010,"MYS",1387398.81113703
2011,"MYS",1544403.93665011
2012,"MYS",1647036.22823571
2013,"MYS",1843673.03920363
2014,"MYS",2069975.10983162
2015,"MYS",2001051.69561166
2016,"MYS",2107228.97296532
2017,"MYS",2192469.01212281
2018,"MYS",2461626.20641272
2019,"MYS",2459461.01421337
2020,"MYS",2275854.51209304
2010,"NAM",105881.504987313
2011,"NAM",89124.1689709475
2012,"NAM",79019.4964433461
2013,"NAM",74054.2273399592
2014,"NAM",55636.0450511281
2015,"NAM",106468.302378181
2016,"NAM",73150.2521808239
2017,"NAM",86651.3153241096
2018,"NAM",91049.6804529479
2019,"NAM",89193.3282035108
2020,"NAM",211316.201639357
2010,"NCL",7148.06209888999
2011,"NCL",36135.7556926538
2012,"NCL",34268.2108513601
2013,"NCL",52702.8006703528
2014,"NCL",49664.9903746785
2015,"NCL",56056.0270515349
2016,"NCL",8531.69462365283
2017,"NCL",20379.8898639988
2018,"NCL",33110.9289033902
2019,"NCL",33110.9289033902
2020,"NCL",33110.9289033902
2010,"NER",137496.904045722
2011,"NER",282312.578269552
2012,"NER",323306.744083422
2013,"NER",510947.819293696
2014,"NER",202482.79560482
2015,"NER",310160.298804903
2016,"NER",210124.812503687
2017,"NER",170481.450145654
2018,"NER",14332.97136173
2019,"NER",34671.135850014
2020,"NER",140719.907472261
2010,"NGA",722792.021849349
2011,"NGA",421236.29061183
2012,"NGA",806164.85967095
2013,"NGA",997907.518202816
2014,"NGA",1028100.40684585
2015,"NGA",1004592.79656704
2016,"NGA",1019839.49581922
2017,"NGA",1099117.23357071
2018,"NGA",782984.196309201
2019,"NGA",726052.567832303
2020,"NGA",1748301.52048094
2010,"NIC",17564.8630204756
2011,"NIC",18361.3540148208
2012,"NIC",21456.7630831165
2013,"NIC",20887.8653180468
2014,"NIC",20508.94781835
2015,"NIC",27862.1278568579
2016,"NIC",24788.9903959027
2017,"NIC",30942.558746724
2018,"NIC",23404.9614863768
2019,"NIC",24454.2738572532
2020,"NIC",30290.6533790425
2010,"NLD",7897444.97580078
2011,"NLD",7874768.18759896
2012,"NLD",7713157.97001906
2013,"NLD",8166673.05545546
2014,"NLD",8099435.95594467
2015,"NLD",6518198.30150183
2016,"NLD",6636272.31089227
2017,"NLD",7048231.96006902
2018,"NLD",7154039.71061934
2019,"NLD",6987728.33838815
2020,"NLD",6475914.54702524
2010,"NOR",1764021.7986093
2011,"NOR",1907480.06753989
2012,"NOR",1841742.90716449
2013,"NOR",1953876.09868591
2014,"NOR",2021389.98093428
2015,"NOR",1887479.76367376
2016,"NOR",2025268.99624989
2017,"NOR",2097091.89524566
2018,"NOR",2119479.22298797
2019,"NOR",2220804.96106933
2020,"NOR",2068527.20713561
2010,"NPL",19701.3988334159
2011,"NPL",31442.4410550767
2012,"NPL",28623.6202320355
2013,"NPL",38539.7187794546
2014,"NPL",42692.3157320693
2015,"NPL",58894.1239411536
2016,"NPL",48418.6477037911
2017,"NPL",52687.8402861612
2018,"NPL",66564.0841693631
2019,"NPL",77875.8657430729
2020,"NPL",49033.6173284881
2010,"NRU",23.7426789038475
2011,"NRU",9.18324714501079
2012,"NRU",26.1908393621134
2013,"NRU",4.3030441052099
2014,"NRU",24.6577088426456
2015,"NRU",29.087259724365
2016,"NRU",21.2858229344862
2017,"NRU",210.161845442948
2018,"NRU",31.5846047087189
2019,"NRU",16.9583523111638
2020,"NRU",147.599813703119
2010,"NZL",467881.226183771
2011,"NZL",601123.106797577
2012,"NZL",573360.50231633
2013,"NZL",566414.939275497
2014,"NZL",785222.389027562
2015,"NZL",634113.411521143
2016,"NZL",596061.070170353
2017,"NZL",791971.802543062
2018,"NZL",790003.57434154
2019,"NZL",723863.884318014
2020,"NZL",738858.45203676
2010,"OMN",441437.560944223
2011,"OMN",596231.022884872
2012,"OMN",661480.976039506
2013,"OMN",732908.777015886
2014,"OMN",811425.908598946
2015,"OMN",758830.699971117
2016,"OMN",784850.839664282
2017,"OMN",771388.59944487
2018,"OMN",801833.186424996
2019,"OMN",884253.43423398
2020,"OMN",820482.930744826
2010,"PAK",1499645.34826616
2011,"PAK",1909600.53672138
2012,"PAK",1698764.72428935
2013,"PAK",1745359.30635569
2014,"PAK",2107501.23473172
2015,"PAK",2479395.56858788
2016,"PAK",2415864.29374385
2017,"PAK",2830251.86348772
2018,"PAK",2597718.65250879
2019,"PAK",2207278.96081263
2020,"PAK",2137340.17304167
2010,"PAN",415459.631552022
2011,"PAN",649759.934240297
2012,"PAN",562594.374882436
2013,"PAN",593675.624534552
2014,"PAN",452641.178099916
2015,"PAN",491442.787335911
2016,"PAN",657447.610667842
2017,"PAN",621888.534085691
2018,"PAN",458692.122418468
2019,"PAN",287100.091807648
2020,"PAN",245150.937646115
2010,"PER",626267.536373346
2011,"PER",687370.141553575
2012,"PER",763486.321466224
2013,"PER",745754.662950979
2014,"PER",792708.491333054
2015,"PER",852872.099516197
2016,"PER",860298.351874753
2017,"PER",929757.423772548
2018,"PER",915785.743949109
2019,"PER",950156.14250452
2020,"PER",939774.902194865
2010,"PHL",1012428.51515028
2011,"PHL",1209813.73188108
2012,"PHL",1200680.33667197
2013,"PHL",1200018.57616742
2014,"PHL",1235255.65484365
2015,"PHL",1146671.70786524
2016,"PHL",1092051.4212338
2017,"PHL",1112121.55773467
2018,"PHL",944604.480046964
2019,"PHL",986974.027794383
2020,"PHL",1112033.70991463
2010,"POL",1856829.36208903
2011,"POL",2004930.47702863
2012,"POL",2048395.20203507
2013,"POL",2239975.52465305
2014,"POL",2297757.89041682
2015,"POL",2181260.62927889
2016,"POL",2127335.77513509
2017,"POL",2395305.22582826
2018,"POL",2343193.30400287
2019,"POL",2457162.0844216
2020,"POL",2873123.13951731
2010,"PRT",847000.000457459
2011,"PRT",924401.279055025
2012,"PRT",966476.415203352
2013,"PRT",970551.280246139
2014,"PRT",874240.904663121
2015,"PRT",852847.504221955
2016,"PRT",845731.382414342
2017,"PRT",843010.752275978
2018,"PRT",950454.461989326
2019,"PRT",1079833.03873339
2020,"PRT",1084427.37577226
2010,"PRY",128669.481473171
2011,"PRY",159245.979534579
2012,"PRY",163316.512536252
2013,"PRY",204391.221854697
2014,"PRY",202801.015504268
2015,"PRY",200985.875179983
2016,"PRY",171013.883486288
2017,"PRY",176181.042500502
2018,"PRY",188110.565785273
2019,"PRY",173759.385957897
2020,"PRY",177210.556906891
2010,"PSE",5985.82044794627
2011,"PSE",7437.29466738983
2012,"PSE",7436.69186328278
2013,"PSE",8886.584936143
2014,"PSE",7488.10093756056
2015,"PSE",6958.53335410714
2016,"PSE",8207.76909048933
2017,"PSE",9321.37751502789
2018,"PSE",10865.6876968279
2019,"PSE",8191.91651650945
2020,"PSE",13379.8274896408
2010,"PYF",1778.51873295175
2011,"PYF",1778.51873295175
2012,"PYF",1778.51873295175
2013,"PYF",1778.51873295175
2014,"PYF",1778.51873295175
2015,"PYF",1778.51873295175
2016,"PYF",1778.51873295175
2017,"PYF",1491.25590729742
2018,"PYF",1778.51873295175
2019,"PYF",1966.36122015353
2020,"PYF",1877.93907140432
2010,"QAT",500296.574715086
2011,"QAT",481679.710404688
2012,"QAT",492062.94512582
2013,"QAT",640143.370929986
2014,"QAT",709510.980156386
2015,"QAT",896067.817158581
2016,"QAT",734373.71100003
2017,"QAT",787400.955610678
2018,"QAT",802202.944963471
2019,"QAT",790016.282457759
2020,"QAT",695248.809253557
2010,"ROU",632015.785767909
2011,"ROU",734710.255531775
2012,"ROU",715455.138201478
2013,"ROU",622029.115073668
2014,"ROU",621472.908877084
2015,"ROU",572719.88548003
2016,"ROU",533850.625766129
2017,"ROU",608900.417001553
2018,"ROU",637251.565993369
2019,"ROU",673431.16665203
2020,"ROU",705038.556358572
2010,"RUS",8384520.44517635
2011,"RUS",10507963.8326544
2012,"RUS",11014274.5753609
2013,"RUS",11806803.075349
2014,"RUS",11426212.0050978
2015,"RUS",10404212.8446368
2016,"RUS",10470334.2484634
2017,"RUS",11212042.2467683
2018,"RUS",10441602.7813286
2019,"RUS",11703653.6854409
2020,"RUS",10714131.0993075
2010,"RWA",25021.8623216239
2011,"RWA",13167.8596282981
2012,"RWA",21698.7043203284
2013,"RWA",18421.4459770785
2014,"RWA",9230.06184598584
2015,"RWA",11168.5853008618
2016,"RWA",8544.16753565051
2017,"RWA",10201.6632742637
2018,"RWA",12826.4422729024
2019,"RWA",17445.2498415019
2020,"RWA",12814.4940729686
2010,"SAU",3349719.30012624
2011,"SAU",3955224.04945867
2012,"SAU",4612766.2096408
2013,"SAU",5089246.2381621
2014,"SAU",5950892.56632534
2015,"SAU",6838625.47706684
2016,"SAU",6556074.49573821
2017,"SAU",6420458.42861753
2018,"SAU",6962240.6777843
2019,"SAU",6639606.37413157
2020,"SAU",6960462.56892904
2010,"SDN",117346.941558455
2011,"SDN",174737.977070592
2012,"SDN",178154.014224088
2013,"SDN",128875.097930927
2014,"SDN",4461221.41117918
2015,"SDN",2902027.22527455
2016,"SDN",3906008.82136634
2017,"SDN",3209728.48944328
2018,"SDN",4868855.42803826
2019,"SDN",4525008.48426307
2020,"SDN",5499734.71238449
2010,"SEN",122636.855703904
2011,"SEN",172987.993724304
2012,"SEN",177850.429480882
2013,"SEN",110092.120336866
2014,"SEN",152139.256776999
2015,"SEN",142476.186297955
2016,"SEN",216417.511100113
2017,"SEN",304483.218402017
2018,"SEN",305917.31928659
2019,"SEN",252162.140836442
2020,"SEN",244810.038115542
2010,"SGP",1466031.32688139
2011,"SGP",1691117.45690071
2012,"SGP",1854416.95360509
2013,"SGP",1728257.22891043
2014,"SGP",1823896.65974563
2015,"SGP",1841439.87371953
2016,"SGP",2049008.66891768
2017,"SGP",1839654.11774821
2018,"SGP",2047424.00805971
2019,"SGP",1766996.94754313
2020,"SGP",1518202.98291027
2010,"SLB",419.172413148183
2011,"SLB",939.804858881309
2012,"SLB",1334.97083575513
2013,"SLB",955.594911414788
2014,"SLB",556.356542524513
2015,"SLB",487.786472807296
2016,"SLB",836.048580023703
2017,"SLB",931.10971267478
2018,"SLB",801.191364713212
2019,"SLB",433.637923146941
2020,"SLB",509.18415694965
2010,"SLE",3650.41003785054
2011,"SLE",1646.85007000905
2012,"SLE",3382.02077752573
2013,"SLE",3795.69732011418
2014,"SLE",4222.0082315001
2015,"SLE",3328.11627524927
2016,"SLE",2565.5781606988
2017,"SLE",4768.14922348621
2018,"SLE",3724.34704062767
2019,"SLE",3626.60456606514
2020,"SLE",3023.47540947939
2010,"SLV",46860.814186852
2011,"SLV",51101.3058689569
2012,"SLV",59953.2608641289
2013,"SLV",53436.8790988678
2014,"SLV",53507.426219532
2015,"SLV",63860.6356247595
2016,"SLV",62774.0764733532
2017,"SLV",67726.4549433253
2018,"SLV",60733.722558311
2019,"SLV",57053.8711792603
2020,"SLV",64326.1192831146
2010,"SMR",246.993067467242
2011,"SMR",246.993067467242
2012,"SMR",246.993067467242
2013,"SMR",246.993067467242
2014,"SMR",246.993067467242
2015,"SMR",249.761926941644
2016,"SMR",262.921971114373
2017,"SMR",236.099737819356
2018,"SMR",183.843420877339
2019,"SMR",296.119426944073
2020,"SMR",253.211921106668
2010,"SOM",1262.05597227109
2011,"SOM",1262.05597227109
2012,"SOM",1262.05597227109
2013,"SOM",531.888196021762
2014,"SOM",507.685561812259
2015,"SOM",1344.0411684379
2016,"SOM",1123.24934176624
2017,"SOM",1846.08677113113
2018,"SOM",1523.22414932159
2019,"SOM",1616.26111108381
2020,"SOM",1604.01147859403
2010,"SRB",145408.964518539
2011,"SRB",141579.027191452
2012,"SRB",146109.329371568
2013,"SRB",166572.068286188
2014,"SRB",152958.813755938
2015,"SRB",152493.810786933
2016,"SRB",170699.566202978
2017,"SRB",197478.687385587
2018,"SRB",207849.968711256
2019,"SRB",209894.808905296
2020,"SRB",225276.090982589
2010,"SSD",500.485111699037
2011,"SSD",500.485111699037
2012,"SSD",100.027957165927
2013,"SSD",301.256442454658
2014,"SSD",384.779651502467
2015,"SSD",1215.8763956731
2016,"SSD",500.485111699037
2017,"SSD",500.485111699037
2018,"SSD",500.485111699037
2019,"SSD",500.485111699037
2020,"SSD",500.485111699037
2010,"SUR",87225.7437529925
2011,"SUR",87225.7437529925
2012,"SUR",87225.7437529925
2013,"SUR",87225.7437529925
2014,"SUR",87225.7437529925
2015,"SUR",87225.7437529925
2016,"SUR",87225.7437529925
2017,"SUR",87225.7437529925
2018,"SUR",87225.7437529925
2019,"SUR",87225.7437529925
2020,"SUR",87225.7437529925
2010,"SVK",244604.344422847
2011,"SVK",264253.178187247
2012,"SVK",242274.969026923
2013,"SVK",249327.378335435
2014,"SVK",263852.557439525
2015,"SVK",245848.919785773
2016,"SVK",221919.896817201
2017,"SVK",242920.671158743
2018,"SVK",260012.182505826
2019,"SVK",250821.369194001
2020,"SVK",237558.471015227
2010,"SVN",220738.728181165
2011,"SVN",220900.784244515
2012,"SVN",233554.640406833
2013,"SVN",231125.854274911
2014,"SVN",271476.077409825
2015,"SVN",254931.973203734
2016,"SVN",267034.915684271
2017,"SVN",275798.402475618
2018,"SVN",294115.952950692
