"year","location_code","prodinit_ippu_paper_tonne"
2011,"IDN",7220498.53029441
2012,"IDN",7596037.96087885
2013,"IDN",7392724.56155365
2014,"IDN",7359451.08819763
2015,"IDN",8433177.07359075
2016,"IDN",8985184.18007142
2017,"IDN",9294755.66194494
2018,"IDN",9217364.95542765
2019,"IDN",10478083.9289814
2020,"IDN",10332359.1388175
2010,"IND",3781437.35599555
2011,"IND",3823978.35659602
2012,"IND",3640572.90838191
2013,"IND",4190232.66520534
2014,"IND",4808030.57286698
2015,"IND",5651728.40803936
2016,"IND",6511648.21630514
2017,"IND",7006674.65899083
2018,"IND",7051573.87756029
2019,"IND",7846013.95566117
2020,"IND",5935556.17040424
2010,"IRL",593170.644396454
2011,"IRL",651046.534963858
2012,"IRL",612503.737648189
2013,"IRL",633636.892140634
2014,"IRL",609878.159087067
2015,"IRL",565838.757403422
2016,"IRL",486097.946817002
2017,"IRL",525199.093622343
2018,"IRL",539018.713561871
2019,"IRL",405020.108322094
2020,"IRL",383217.72280493
2010,"IRN",2090657.11252032
2011,"IRN",3125411.91455053
2012,"IRN",1663264.97075876
2013,"IRN",2292976.76552175
2014,"IRN",2218838.20145069
2015,"IRN",1983918.06617421
2016,"IRN",2185184.38587394
2017,"IRN",1974037.48607649
2018,"IRN",1272681.72645382
2019,"IRN",1060627.38943993
2020,"IRN",628250.512565395
2010,"IRQ",390300.271685991
2011,"IRQ",460049.681689436
2012,"IRQ",531424.785425111
2013,"IRQ",658449.007593373
2014,"IRQ",685436.249358048
2015,"IRQ",614581.967515734
2016,"IRQ",879223.139207751
2017,"IRQ",934652.233482759
2018,"IRQ",1043689.50447175
2019,"IRQ",868576.825927872
2020,"IRQ",815658.812290761
2010,"ISL",55823.4747611833
2011,"ISL",56477.1864897374
2012,"ISL",50627.4889063028
2013,"ISL",56613.2164591884
2014,"ISL",62721.2289274998
2015,"ISL",52475.3925582191
2016,"ISL",61403.5721256543
2017,"ISL",61936.7460448172
2018,"ISL",62889.328560088
2019,"ISL",60360.8028962313
2020,"ISL",61969.018181534
2010,"ISR",1099610.06551758
2011,"ISR",1125355.91475827
2012,"ISR",1044260.48962752
2013,"ISR",1216470.72025446
2014,"ISR",1281678.39937236
2015,"ISR",1331361.28643422
2016,"ISR",1339928.884496
2017,"ISR",1396058.5932913
2018,"ISR",1257897.16574301
2019,"ISR",1343645.08288729
2020,"ISR",1436257.35903688
2010,"ITA",17792516.0939173
2011,"ITA",17989626.063603
2012,"ITA",16789811.9809996
2013,"ITA",17114988.5294499
2014,"ITA",17222681.8064526
2015,"ITA",15398579.3421974
2016,"ITA",15543337.4550375
2017,"ITA",15626400.6164209
2018,"ITA",15532561.0819086
2019,"ITA",14589059.4670483
2020,"ITA",13762123.0494488
2010,"JAM",72626.5580623969
2011,"JAM",71067.4847512228
2012,"JAM",89874.7978630681
2013,"JAM",78304.1759905033
2014,"JAM",75751.2258955143
2015,"JAM",93123.9416150548
2016,"JAM",91798.3360602827
2017,"JAM",86492.4499358182
2018,"JAM",82729.3955594726
2019,"JAM",85686.298610992
2020,"JAM",96845.4637574194
2010,"JOR",294023.032954915
2011,"JOR",299304.641689654
2012,"JOR",319638.546840424
2013,"JOR",343128.808456414
2014,"JOR",331672.805824325
2015,"JOR",358735.996707344
2016,"JOR",355844.339500036
2017,"JOR",362871.520547916
2018,"JOR",356223.473991111
2019,"JOR",343327.145947413
2020,"JOR",393937.784722603
2010,"JPN",16420293.7510024
2011,"JPN",16281539.4001526
2012,"JPN",16788406.7114964
2013,"JPN",13772332.4533672
2014,"JPN",12459525.2428591
2015,"JPN",13897445.8731113
2016,"JPN",15993382.7870223
2017,"JPN",15240422.318456
2018,"JPN",13437928.486383
2019,"JPN",13616657.7495072
2020,"JPN",12723501.2428023
2010,"KAZ",402951.673575344
2011,"KAZ",612579.644626558
2012,"KAZ",775934.113378664
2013,"KAZ",843959.523496845
2014,"KAZ",800142.408562873
2015,"KAZ",685340.935634418
2016,"KAZ",614381.267756823
2017,"KAZ",1052106.69760546
2018,"KAZ",738890.047544022
2019,"KAZ",710771.359557794
2020,"KAZ",686260.837102284
2010,"KEN",443103.148324573
2011,"KEN",432336.425092702
2012,"KEN",498456.191879871
2013,"KEN",552179.425969985
2014,"KEN",608855.183659297
2015,"KEN",685472.177168846
2016,"KEN",840967.421426918
2017,"KEN",819163.152340986
2018,"KEN",969692.364265713
2019,"KEN",941493.248250771
2020,"KEN",887821.31024446
2010,"KGZ",29653.7507001242
2011,"KGZ",37359.921344623
2012,"KGZ",37639.1363482639
2013,"KGZ",42819.1834278445
2014,"KGZ",42277.0932559035
2015,"KGZ",40594.2928520337
2016,"KGZ",40207.7265768361
2017,"KGZ",49835.0663186758
2018,"KGZ",45772.1651396103
2019,"KGZ",55412.0007689097
2020,"KGZ",57008.1266539649
2010,"KHM",82979.4691495666
2011,"KHM",99880.1028533403
2012,"KHM",127218.221715009
2013,"KHM",122658.653103947
2014,"KHM",145690.121889592
2015,"KHM",165150.525270607
2016,"KHM",175713.928799548
2017,"KHM",195840.431884886
2018,"KHM",215306.478033972
2019,"KHM",274027.633327834
2020,"KHM",335949.015570431
2010,"KIR",410.627082368768
2011,"KIR",411.452741045918
2012,"KIR",496.017956206287
2013,"KIR",499.138247895777
2014,"KIR",728.281910088124
2015,"KIR",750.468846008074
2016,"KIR",1201.42753972778
2017,"KIR",659.910619731634
2018,"KIR",858.746190306246
2019,"KIR",656.03958304147
2020,"KIR",755.917427391256
2010,"KOR",3432526.28220671
2011,"KOR",3228863.55224546
2012,"KOR",3430184.47613567
2013,"KOR",3626202.41115392
2014,"KOR",3780394.19099661
2015,"KOR",4378212.281685
2016,"KOR",4801030.1679806
2017,"KOR",4689642.58733754
2018,"KOR",4681099.72756361
2019,"KOR",4508044.20714743
2020,"KOR",4351546.62687819
2010,"KWT",392344.692324533
2011,"KWT",529433.499203913
2012,"KWT",527653.775347589
2013,"KWT",526397.023056218
2014,"KWT",472647.367076185
2015,"KWT",347560.985398403
2016,"KWT",321816.398155816
2017,"KWT",357326.952708162
2018,"KWT",355415.431715552
2019,"KWT",350840.62464676
2020,"KWT",418143.674963313
2010,"LAO",24562.4712250156
2011,"LAO",23152.1288860921
2012,"LAO",29429.8174174409
2013,"LAO",39250.3190998634
2014,"LAO",44605.7700247301
2015,"LAO",52880.314046312
2016,"LAO",68554.3481475146
2017,"LAO",40347.8812638527
2018,"LAO",40347.8812638527
2019,"LAO",40347.8812638527
2020,"LAO",40347.8812638527
2010,"LBN",296271.731608222
2011,"LBN",289137.224524628
2012,"LBN",322605.630308926
2013,"LBN",333067.498213667
2014,"LBN",331491.959886306
2015,"LBN",356699.85732156
2016,"LBN",338124.384419258
2017,"LBN",345061.567330377
2018,"LBN",364105.055967899
2019,"LBN",363454.203010411
2020,"LBN",320918.137505244
2010,"LBY",247031.292292852
2011,"LBY",179680.7450631
2012,"LBY",302466.550597427
2013,"LBY",231166.301304815
2014,"LBY",203796.485405712
2015,"LBY",231142.901455426
2016,"LBY",230000.783341014
2017,"LBY",345979.220373076
2018,"LBY",342873.365587107
2019,"LBY",243011.287399206
2020,"LBY",255714.893281974
2010,"LKA",629568.865153488
2011,"LKA",629568.865153488
2012,"LKA",629568.865153488
2013,"LKA",629568.865153488
2014,"LKA",629568.865153488
2015,"LKA",630906.724802859
2016,"LKA",630887.297619616
2017,"LKA",654751.039551741
2018,"LKA",622926.418186492
2019,"LKA",594627.39120083
2020,"LKA",643314.319559388
2010,"LSO",10582.9625510892
2011,"LSO",13794.7944605758
2012,"LSO",12987.8690222745
2013,"LSO",14410.5249334239
2014,"LSO",15348.979423082
2015,"LSO",13729.0412356765
2016,"LSO",12333.6082694707
2017,"LSO",12836.7729500044
2018,"LSO",14223.0942484434
2019,"LSO",13824.3206454695
2020,"LSO",10143.5229348989
2010,"LTU",319753.944913231
2011,"LTU",361758.855156527
2012,"LTU",377219.385974535
2013,"LTU",370616.805594633
2014,"LTU",444632.218685411
2015,"LTU",373357.363838278
2016,"LTU",378737.136008304
2017,"LTU",366647.202496045
2018,"LTU",387659.097131002
2019,"LTU",373554.376622048
2020,"LTU",405002.406730467
2010,"LUX",211744.609904024
2011,"LUX",216521.408091801
2012,"LUX",206993.505286597
2013,"LUX",189428.734659033
2014,"LUX",179373.5097764
2015,"LUX",134668.270361264
2016,"LUX",144168.403062699
2017,"LUX",140192.711807967
2018,"LUX",147564.342334452
2019,"LUX",143915.051815563
2020,"LUX",139986.190287704
2010,"LVA",216832.345803213
2011,"LVA",231065.514994377
2012,"LVA",217311.271408734
2013,"LVA",254134.42606381
2014,"LVA",268344.697715764
2015,"LVA",236004.968393164
2016,"LVA",241623.032493391
2017,"LVA",241212.894494062
2018,"LVA",249840.76453237
2019,"LVA",254395.042325136
2020,"LVA",254296.622017539
2010,"MAC",71870.4356593376
2011,"MAC",79513.1879791715
2012,"MAC",95802.5347057307
2013,"MAC",98686.3968347129
2014,"MAC",109758.254069811
2015,"MAC",106225.395035972
2016,"MAC",106360.212518052
2017,"MAC",98825.0374524209
2018,"MAC",104156.951801801
2019,"MAC",103760.401377393
2020,"MAC",40182.8508541376
2010,"MAR",532834.721953757
2011,"MAR",576113.903746188
2012,"MAR",522236.628094046
2013,"MAR",571172.93853848
2014,"MAR",674218.877428666
2015,"MAR",703050.739349147
2016,"MAR",650315.787393195
2017,"MAR",644931.482318219
2018,"MAR",662224.314949307
2019,"MAR",655721.875500178
2020,"MAR",667340.649771876
2010,"MDA",53992.73724208
2011,"MDA",68338.0665505993
2012,"MDA",68532.3274484719
2013,"MDA",73928.9881523001
2014,"MDA",67925.1068939752
2015,"MDA",56244.5741029492
2016,"MDA",61003.3875062531
2017,"MDA",68658.5264732514
2018,"MDA",74140.6932300134
2019,"MDA",78238.2626500348
2020,"MDA",77646.6925304411
2010,"MDG",51748.8301211939
2011,"MDG",62594.5644297795
2012,"MDG",71507.6258134115
2013,"MDG",70571.1831305759
2014,"MDG",70888.295595003
2015,"MDG",80319.6732985444
2016,"MDG",88053.7615099049
2017,"MDG",70762.9838614069
2018,"MDG",66368.9551121388
2019,"MDG",87920.6167555316
2020,"MDG",67314.2681856259
2010,"MDV",9180.55733904344
2011,"MDV",9180.55733904344
2012,"MDV",9180.55733904344
2013,"MDV",9180.55733904344
2014,"MDV",8059.43984380128
2015,"MDV",9213.16101722608
2016,"MDV",9617.98381807896
2017,"MDV",9352.70526392173
2018,"MDV",9418.53531885011
2019,"MDV",10470.9093646568
2020,"MDV",8131.16674676912
2010,"MEX",6263924.33758092
2011,"MEX",6270102.53388697
2012,"MEX",6619513.71721796
2013,"MEX",6966858.4709871
2014,"MEX",6860739.93206228
2015,"MEX",6812708.68565079
2016,"MEX",6182052.64873771
2017,"MEX",6647999.23465009
2018,"MEX",6435587.97086242
2019,"MEX",6531812.18519889
2020,"MEX",5769697.26498451
2010,"MHL",602.580875278312
2011,"MHL",1290.16993703234
2012,"MHL",736.501117567786
2013,"MHL",588.47348821291
2014,"MHL",498.456607341388
2015,"MHL",1069.73106061459
2016,"MHL",775.790793516349
2017,"MHL",935.855087670424
2018,"MHL",870.574896656552
2019,"MHL",842.702281064666
2020,"MHL",881.69264797827
2010,"MKD",75982.2920910828
2011,"MKD",72402.7489281068
2012,"MKD",68059.2710474918
2013,"MKD",74961.2824981283
2014,"MKD",68632.7745609341
2015,"MKD",65623.72939117
2016,"MKD",68952.7552820818
2017,"MKD",63217.930285816
2018,"MKD",67062.7697882108
2019,"MKD",63737.5011352895
2020,"MKD",63659.8968868932
2010,"MLI",21356.1751098637
2011,"MLI",23561.7593662347
2012,"MLI",19011.2948174759
2013,"MLI",20241.4080471617
2014,"MLI",19824.9234567716
2015,"MLI",19532.5024917426
2016,"MLI",21276.2817611347
2017,"MLI",27085.4067913874
2018,"MLI",37758.7497634509
2019,"MLI",37231.3879856116
2020,"MLI",23311.813709919
2010,"MLT",22429.3062169908
2011,"MLT",28369.7652232402
2012,"MLT",29260.9691978365
2013,"MLT",28520.3238726371
2014,"MLT",31194.3138852694
2015,"MLT",25699.8234392213
2016,"MLT",23873.6143745573
2017,"MLT",25369.8360019065
2018,"MLT",35479.1176647429
2019,"MLT",40053.5499523982
2020,"MLT",38833.6771021564
2010,"MMR",458084.127863066
2011,"MMR",698987.929677669
2012,"MMR",1524754.1041047
2013,"MMR",549084.531762955
2014,"MMR",458679.028812662
2015,"MMR",493292.9434092
2016,"MMR",376168.665702787
2017,"MMR",362780.266271593
2018,"MMR",344032.576382232
2019,"MMR",471446.666962956
2020,"MMR",479501.950329377
2010,"MNE",23954.4009122528
2011,"MNE",26552.9904347587
2012,"MNE",22134.3992812114
2013,"MNE",23782.3702640879
2014,"MNE",23740.1625572998
2015,"MNE",22316.8041057099
2016,"MNE",22643.6340579657
2017,"MNE",21759.5575049024
2018,"MNE",21937.2537567817
2019,"MNE",22669.6937186588
2020,"MNE",18988.2543229122
2010,"MNG",25861.0096723626
2011,"MNG",33695.6355692349
2012,"MNG",46523.8426271528
2013,"MNG",42553.5369163263
2014,"MNG",42391.2306727846
2015,"MNG",39836.4742135669
2016,"MNG",40015.1205190132
2017,"MNG",30660.3607931495
2018,"MNG",26956.0601454145
2019,"MNG",27541.4943501191
2020,"MNG",31221.1148619855
2010,"MNP",497.787210582125
2011,"MNP",530.035002014186
2012,"MNP",492.951807766802
2013,"MNP",407.897834062312
2014,"MNP",326.737910826193
2015,"MNP",319.897949657948
2016,"MNP",182.422572365638
2017,"MNP",531.80909483192
2018,"MNP",622.018413462508
2019,"MNP",357.265237970296
2020,"MNP",426.882303353993
2010,"MOZ",57312.1765354919
2011,"MOZ",60278.8813963718
2012,"MOZ",46372.6515321849
2013,"MOZ",47843.4254459243
2014,"MOZ",53650.4336949506
2015,"MOZ",72621.7054439337
2016,"MOZ",49168.8109200832
2017,"MOZ",62303.0729770699
2018,"MOZ",50436.5680195406
2019,"MOZ",61472.6176595283
2020,"MOZ",71772.6370795977
2010,"MRT",15013.193907572
2011,"MRT",19717.6230635275
2012,"MRT",15486.0287713589
2013,"MRT",19892.8133264024
2014,"MRT",21572.3118080321
2015,"MRT",25286.3692063086
2016,"MRT",29626.0505895173
2017,"MRT",26662.7369820493
2018,"MRT",26865.9055886586
2019,"MRT",28831.4422989333
2020,"MRT",25453.0826383745
2010,"MUS",41160.490206206
2011,"MUS",46819.4347183041
2012,"MUS",46637.9475890547
2013,"MUS",46762.335967892
2014,"MUS",49173.4214378849
2015,"MUS",48221.5371271842
2016,"MUS",50723.2195089228
2017,"MUS",55945.2169857604
2018,"MUS",54295.2725490308
2019,"MUS",56875.4185373975
2020,"MUS",49779.9700162486
2010,"MYS",1247074.0198869
2011,"MYS",1391314.82561237
2012,"MYS",1531872.06010609
2013,"MYS",1536141.97588608
2014,"MYS",1529084.11136954
2015,"MYS",1579874.95812087
2016,"MYS",1680447.00935162
2017,"MYS",1682831.25362638
2018,"MYS",1720370.96711658
2019,"MYS",1969132.18632084
2020,"MYS",1761315.46161825
2010,"NAM",59028.694785996
2011,"NAM",73339.5445164146
2012,"NAM",81129.4382274672
2013,"NAM",78039.1191783673
2014,"NAM",79859.8776622868
2015,"NAM",81477.8090591489
2016,"NAM",71856.1497077789
2017,"NAM",88679.4308727494
2018,"NAM",105070.303176087
2019,"NAM",78018.267548893
2020,"NAM",66682.181322462
2010,"NCL",22675.5781130532
2011,"NCL",25124.8804447367
2012,"NCL",25065.9359890287
2013,"NCL",24574.6378201335
2014,"NCL",23585.9790696191
2015,"NCL",25603.3418314947
2016,"NCL",20559.2196652896
2017,"NCL",22895.8672565466
2018,"NCL",23760.6800237378
2019,"NCL",23760.6800237378
2020,"NCL",23760.6800237378
2010,"NER",5546.8161204139
2011,"NER",6601.9954850938
2012,"NER",11233.9915322831
2013,"NER",9276.83972399839
2014,"NER",7840.53740462765
2015,"NER",7742.5376865001
2016,"NER",8043.95798843195
2017,"NER",10086.9675374372
2018,"NER",13498.7395509934
2019,"NER",9885.28068615143
2020,"NER",7341.34529492082
2010,"NGA",1232014.68933264
2011,"NGA",1027357.88146531
2012,"NGA",1588010.20644678
2013,"NGA",1875448.84416666
2014,"NGA",2023442.13330783
2015,"NGA",2471733.58239577
2016,"NGA",1735022.9004017
2017,"NGA",1605561.34908236
2018,"NGA",1106735.66490421
2019,"NGA",947014.938265681
2020,"NGA",1906688.23868217
2010,"NIC",64402.1561820046
2011,"NIC",64796.2590910172
2012,"NIC",74509.5406803548
2013,"NIC",82307.6758196795
2014,"NIC",87193.5774061167
2015,"NIC",114561.556166575
2016,"NIC",115679.940240887
2017,"NIC",132774.810717697
2018,"NIC",119436.604949319
2019,"NIC",158470.459498445
2020,"NIC",117278.899584277
2010,"NLD",5840528.48011567
2011,"NLD",5922774.94983805
2012,"NLD",5362021.39372309
2013,"NLD",5375255.25618382
2014,"NLD",5416621.22722262
2015,"NLD",4566505.0515634
2016,"NLD",4864740.77596242
2017,"NLD",4878470.97726152
2018,"NLD",4887917.03315944
2019,"NLD",4703993.06293553
2020,"NLD",4585723.26826054
2010,"NOR",2497792.21538794
2011,"NOR",2651753.83968715
2012,"NOR",2520482.97685725
2013,"NOR",2246461.85877411
2014,"NOR",2083917.52368442
2015,"NOR",1731930.25230475
2016,"NOR",1712687.3271124
2017,"NOR",1700293.60003857
2018,"NOR",1621478.01239682
2019,"NOR",1498921.699712
2020,"NOR",1440651.35444628
2010,"NPL",52247.1560150648
2011,"NPL",95579.402607685
2012,"NPL",76059.4305928542
2013,"NPL",96809.7271879974
2014,"NPL",112098.156704877
2015,"NPL",96298.4278038182
2016,"NPL",162980.967362879
2017,"NPL",152909.880443539
2018,"NPL",132663.963850568
2019,"NPL",126092.347293526
2020,"NPL",105076.498467374
2010,"NRU",289.408585651561
2011,"NRU",114.175682392845
2012,"NRU",182.476101045774
2013,"NRU",502.298187713297
2014,"NRU",877.741890999405
2015,"NRU",220.105332471366
2016,"NRU",249.258362299894
2017,"NRU",276.955974002096
2018,"NRU",261.999941647295
2019,"NRU",173.293596662312
2020,"NRU",180.000121587657
2010,"NZL",1481993.44135653
2011,"NZL",1668571.40877205
2012,"NZL",1564199.48274062
2013,"NZL",1449651.4907171
2014,"NZL",1343419.0273119
2015,"NZL",1335696.22549488
2016,"NZL",1433099.57868597
2017,"NZL",1384693.96396899
2018,"NZL",1292983.36514377
2019,"NZL",1312305.58652567
2020,"NZL",1396309.09323009
2010,"OMN",180638.508527238
2011,"OMN",207668.165280232
2012,"OMN",242215.94111051
2013,"OMN",207509.84837322
2014,"OMN",244181.238285424
2015,"OMN",227256.307861163
2016,"OMN",233911.398841066
2017,"OMN",268906.091488084
2018,"OMN",299363.703614839
2019,"OMN",283921.934942909
2020,"OMN",258214.453116203
2010,"PAK",773049.804895812
2011,"PAK",1087367.31289728
2012,"PAK",1068735.15560993
2013,"PAK",1137861.41239755
2014,"PAK",1395514.23336783
2015,"PAK",1898031.65640046
2016,"PAK",2111906.65416447
2017,"PAK",2051220.86441903
2018,"PAK",1719983.51740454
2019,"PAK",1275809.98207565
2020,"PAK",1169518.11597976
2010,"PAN",113193.076133849
2011,"PAN",124681.541300602
2012,"PAN",135965.539510916
2013,"PAN",171244.601961802
2014,"PAN",169084.497942548
2015,"PAN",229832.642106438
2016,"PAN",226122.850329768
2017,"PAN",269041.90415781
2018,"PAN",208986.945754385
2019,"PAN",241903.203940146
2020,"PAN",280315.007306205
2010,"PER",1002884.23619544
2011,"PER",1049868.46053351
2012,"PER",1234675.52017487
2013,"PER",1257456.59711308
2014,"PER",1252258.76928004
2015,"PER",1299102.98512899
2016,"PER",1228137.20338854
2017,"PER",1203104.99211033
2018,"PER",1329584.91825699
2019,"PER",1194752.03597448
2020,"PER",941254.437436514
2010,"PHL",1209625.59372359
2011,"PHL",1420225.74444848
2012,"PHL",1582444.66089201
2013,"PHL",1608650.20461153
2014,"PHL",1812620.14821242
2015,"PHL",1575085.85972057
2016,"PHL",1574427.5199399
2017,"PHL",1486696.44189343
2018,"PHL",1540736.61102309
2019,"PHL",1542457.05407248
2020,"PHL",1769395.7233109
2010,"POL",6669589.01904319
2011,"POL",7371069.43602829
2012,"POL",7332550.49654382
2013,"POL",7504323.5727002
2014,"POL",7454282.72682322
2015,"POL",6915412.82650337
2016,"POL",6874197.10535968
2017,"POL",7138801.21323171
2018,"POL",7531483.52428847
2019,"POL",7130827.55953075
2020,"POL",7008437.92982591
2010,"PRT",3407211.83971348
2011,"PRT",3432116.0900926
2012,"PRT",3032810.34471564
2013,"PRT",3025982.53198163
2014,"PRT",2968671.23111876
2015,"PRT",2700661.88404594
2016,"PRT",2711822.56747189
2017,"PRT",2622374.14955738
2018,"PRT",2718343.55765135
2019,"PRT",2542204.09160256
2020,"PRT",2490342.65861609
2010,"PRY",176454.744910899
2011,"PRY",217243.372592107
2012,"PRY",231115.221384972
2013,"PRY",238598.573482929
2014,"PRY",263861.830157211
2015,"PRY",290010.37017184
2016,"PRY",277279.394364313
2017,"PRY",288308.49810505
2018,"PRY",267935.955217259
2019,"PRY",249831.022617216
2020,"PRY",244964.943484318
2010,"PSE",53892.9144619869
2011,"PSE",65669.9717460531
2012,"PSE",76291.9394477946
2013,"PSE",90949.5637619563
2014,"PSE",87272.3374234717
2015,"PSE",81878.3135925591
2016,"PSE",84179.6071641347
2017,"PSE",87800.1185238751
2018,"PSE",91826.5347756845
2019,"PSE",88831.3246333537
2020,"PSE",86889.5979317038
2010,"PYF",20746.6142651084
2011,"PYF",20746.6142651084
2012,"PYF",20746.6142651084
2013,"PYF",20746.6142651084
2014,"PYF",20746.6142651084
2015,"PYF",20746.6142651084
2016,"PYF",20746.6142651084
2017,"PYF",23699.9928919922
2018,"PYF",20746.6142651084
2019,"PYF",20913.1323034734
2020,"PYF",17626.7175998596
2010,"QAT",201051.435596551
2011,"QAT",163232.94966009
2012,"QAT",111915.594401641
2013,"QAT",197598.479954317
2014,"QAT",214001.327616904
2015,"QAT",179788.713706235
2016,"QAT",144309.565828328
2017,"QAT",176915.923712252
2018,"QAT",207771.983102264
2019,"QAT",194034.873066679
2020,"QAT",144430.933180757
2010,"ROU",1104727.30703032
2011,"ROU",1193640.8848842
2012,"ROU",1170537.47322092
2013,"ROU",1227147.99681542
2014,"ROU",1238025.13138778
2015,"ROU",1154537.83484821
2016,"ROU",1197946.66832573
2017,"ROU",1273637.58757662
2018,"ROU",1368878.00905145
2019,"ROU",1336974.66568871
2020,"ROU",1320064.77494287
2010,"RUS",8301519.57914691
2011,"RUS",9691979.37816881
2012,"RUS",10489293.8855223
2013,"RUS",10401167.0772002
2014,"RUS",9736631.87635657
2015,"RUS",7368803.37893221
2016,"RUS",7443097.89117757
2017,"RUS",8188056.59967904
2018,"RUS",7850481.46746369
2019,"RUS",7571949.91076174
2020,"RUS",7363446.20256162
2010,"RWA",25136.9964924404
2011,"RWA",29691.1538468775
2012,"RWA",32857.9144807078
2013,"RWA",33446.0174540934
2014,"RWA",33283.4654937848
2015,"RWA",31065.0191560484
2016,"RWA",31464.6435690799
2017,"RWA",38019.4818380949
2018,"RWA",38857.9559251916
2019,"RWA",32684.5146094423
2020,"RWA",22459.0327261694
2010,"SAU",2150205.1156644
2011,"SAU",2565938.34823262
2012,"SAU",2750067.21336519
2013,"SAU",2707011.36804995
2014,"SAU",2502770.890115
2015,"SAU",2709332.69701477
2016,"SAU",2829545.28380671
2017,"SAU",2765429.9028251
2018,"SAU",2979963.47333216
2019,"SAU",2861773.76988026
2020,"SAU",3001402.8001668
2010,"SDN",222383.733778665
2011,"SDN",384484.631282525
2012,"SDN",314764.047571497
2013,"SDN",349240.883917903
2014,"SDN",5468279.95959944
2015,"SDN",6491530.97991053
2016,"SDN",5290993.0324995
2017,"SDN",6248998.3051813
2018,"SDN",7080926.79728537
2019,"SDN",8670647.41107154
2020,"SDN",14668984.4911585
2010,"SEN",103381.132374449
2011,"SEN",115611.70992071
2012,"SEN",111296.253956672
2013,"SEN",125772.227044692
2014,"SEN",190406.486528789
2015,"SEN",197551.414826896
2016,"SEN",186363.591408266
2017,"SEN",158248.371477595
2018,"SEN",149034.340817997
2019,"SEN",144396.629136172
2020,"SEN",165105.517260148
2010,"SGP",454425.516107434
2011,"SGP",499302.092463187
2012,"SGP",559774.876998943
2013,"SGP",560473.152020673
2014,"SGP",553432.443603778
2015,"SGP",619121.975323814
2016,"SGP",680000.703896048
2017,"SGP",550421.036887541
2018,"SGP",559571.433381473
2019,"SGP",587207.877694305
2020,"SGP",527156.187590984
2010,"SLB",2389.99760789709
2011,"SLB",3961.44689778427
2012,"SLB",3015.86773390715
2013,"SLB",2692.01698424923
2014,"SLB",3489.92517978751
2015,"SLB",4802.48846772121
2016,"SLB",5587.06228870648
2017,"SLB",5582.97976241522
2018,"SLB",5041.91821464817
2019,"SLB",4537.86858599661
2020,"SLB",7646.59492385989
2010,"SLE",9186.8493160042
2011,"SLE",7386.81488293968
2012,"SLE",7449.76894587817
2013,"SLE",7350.16396331879
2014,"SLE",10944.166421489
2015,"SLE",15884.7961128618
2016,"SLE",12540.1562475967
2017,"SLE",11256.4525122681
2018,"SLE",14290.9784538615
2019,"SLE",16918.7450152821
2020,"SLE",13763.9263937743
2010,"SLV",402064.480878729
2011,"SLV",446762.118046476
2012,"SLV",476984.704540628
2013,"SLV",475402.402284056
2014,"SLV",451404.50531181
2015,"SLV",516717.294788736
2016,"SLV",509102.946985872
2017,"SLV",549636.164840267
2018,"SLV",536396.831873262
2019,"SLV",544549.298329128
2020,"SLV",552048.372609986
2010,"SMR",2300.46191731973
2011,"SMR",2300.46191731973
2012,"SMR",2300.46191731973
2013,"SMR",2300.46191731973
2014,"SMR",2300.46191731973
2015,"SMR",2526.79608966548
2016,"SMR",2347.8949925553
2017,"SMR",1752.39041388278
2018,"SMR",2439.52361539463
2019,"SMR",2782.07513498823
2020,"SMR",1954.09125743195
2010,"SOM",9583.65625182445
2011,"SOM",9583.65625182445
2012,"SOM",9583.65625182445
2013,"SOM",3849.68160144718
2014,"SOM",4042.17133168794
2015,"SOM",7367.47999259236
2016,"SOM",9219.93258092817
2017,"SOM",10508.0601542768
2018,"SOM",10986.1351109274
2019,"SOM",16517.0083039963
2020,"SOM",14178.7809387394
2010,"SRB",589245.971161541
2011,"SRB",675751.711613871
2012,"SRB",630439.754535009
2013,"SRB",639312.451114976
2014,"SRB",662986.621673283
2015,"SRB",607374.909627831
2016,"SRB",604616.730679586
2017,"SRB",661884.783249692
2018,"SRB",680039.934571576
2019,"SRB",664077.199278662
2020,"SRB",653496.02127755
2010,"SSD",3491.46907111845
2011,"SSD",3491.46907111845
2012,"SSD",768.396413471396
2013,"SSD",3384.38388089562
2014,"SSD",3288.31966467776
2015,"SSD",6524.77632542901
2016,"SSD",3491.46907111845
2017,"SSD",3491.46907111845
2018,"SSD",3491.46907111845
2019,"SSD",3491.46907111845
2020,"SSD",3491.46907111845
2010,"SUR",23623.767877134
2011,"SUR",23623.767877134
2012,"SUR",23623.767877134
2013,"SUR",23623.767877134
2014,"SUR",23623.767877134
2015,"SUR",23623.767877134
2016,"SUR",23623.767877134
2017,"SUR",23623.767877134
2018,"SUR",23623.767877134
2019,"SUR",23623.767877134
2020,"SUR",23623.767877134
2010,"SVK",922117.131346074
2011,"SVK",915448.427895137
2012,"SVK",872115.022484855
2013,"SVK",853617.513692775
2014,"SVK",838618.99752504
2015,"SVK",764731.530561187
2016,"SVK",787566.547838457
2017,"SVK",768717.471863694
2018,"SVK",787622.022927903
2019,"SVK",773164.586750887
2020,"SVK",740923.892004297
2010,"SVN",617013.042390222
2011,"SVN",626311.397973985
2012,"SVN",570381.781908891
2013,"SVN",574373.868549674
2014,"SVN",575924.725861498
2015,"SVN",539131.600937307
