"year","location_code","prodinit_ippu_textiles_tonne"
2017,"SVN",72496.4864416246
2018,"SVN",88488.0213347437
2019,"SVN",73274.131422644
2020,"SVN",70047.7126906403
2010,"SWE",401731.531924662
2011,"SWE",453184.245938329
2012,"SWE",441501.486511406
2013,"SWE",482694.926284078
2014,"SWE",468842.184661686
2015,"SWE",426219.424796672
2016,"SWE",444145.818441016
2017,"SWE",454622.41200901
2018,"SWE",445436.920150369
2019,"SWE",428480.900926431
2020,"SWE",461087.040011698
2010,"SWZ",8201.03322498936
2011,"SWZ",11187.5484444706
2012,"SWZ",11826.6483232199
2013,"SWZ",9948.54384366753
2014,"SWZ",10684.7461070023
2015,"SWZ",8997.7443692817
2016,"SWZ",9022.58039893427
2017,"SWZ",10487.2050604032
2018,"SWZ",11100.1910937054
2019,"SWZ",10421.5190846949
2020,"SWZ",8636.33318746726
2010,"SXM",332.590960815744
2011,"SXM",166.300624948472
2012,"SXM",216.228744902315
2013,"SXM",298.96324154621
2014,"SXM",373.054946637135
2015,"SXM",362.402802721433
2016,"SXM",358.353104498649
2017,"SXM",387.526583560213
2018,"SXM",497.897637711522
2019,"SXM",332.590960815744
2020,"SXM",332.590960815744
2010,"SYC",475.994765885135
2011,"SYC",409.011751208112
2012,"SYC",443.045940119813
2013,"SYC",516.021733161534
2014,"SYC",421.26662856157
2015,"SYC",602.662024946514
2016,"SYC",554.235044457547
2017,"SYC",462.888967738154
2018,"SYC",533.752598323553
2019,"SYC",468.815334425271
2020,"SYC",631.999665389347
2010,"SYR",94897.7851841716
2011,"SYR",90887.7467266278
2012,"SYR",89848.7560868419
2013,"SYR",53034.2827973424
2014,"SYR",41391.6776728745
2015,"SYR",25900.75605472
2016,"SYR",20598.442819623
2017,"SYR",23356.0529139306
2018,"SYR",25923.3489908602
2019,"SYR",26271.0800890395
2020,"SYR",19719.5198296582
2010,"TCD",5050.00119075962
2011,"TCD",2744.37908392928
2012,"TCD",3133.08942927139
2013,"TCD",4204.43286606868
2014,"TCD",3176.8106050588
2015,"TCD",4917.74237743036
2016,"TCD",3155.25122377784
2017,"TCD",2249.86976200714
2018,"TCD",2039.66231661018
2019,"TCD",2020.02421505024
2020,"TCD",2415.29020930025
2010,"TGO",25952.9931034306
2011,"TGO",29591.4266221074
2012,"TGO",47709.0108594311
2013,"TGO",31009.984713305
2014,"TGO",36992.2073572472
2015,"TGO",31758.7134987844
2016,"TGO",38069.3475386689
2017,"TGO",46848.6347538193
2018,"TGO",46574.355502981
2019,"TGO",49638.279886635
2020,"TGO",50414.4305007028
2010,"THA",295767.02967368
2011,"THA",279682.769428225
2012,"THA",278738.45921922
2013,"THA",296912.183282242
2014,"THA",292227.541905614
2015,"THA",299641.776520173
2016,"THA",298675.614143813
2017,"THA",305560.129761278
2018,"THA",323604.481431137
2019,"THA",347644.353678497
2020,"THA",360206.224625816
2010,"TJK",33757.4419986879
2011,"TJK",37800.5203423988
2012,"TJK",31446.5341993094
2013,"TJK",35418.3760816745
2014,"TJK",46522.1436009974
2015,"TJK",33769.0443617374
2016,"TJK",33769.0443617374
2017,"TJK",31591.3115097307
2018,"TJK",32358.4989611469
2019,"TJK",31272.7152342403
2020,"TJK",23753.8573274505
2010,"TKM",21625.8719005581
2011,"TKM",16905.7372515834
2012,"TKM",18926.702046862
2013,"TKM",26740.4619713535
2014,"TKM",26914.665445122
2015,"TKM",31410.9345557463
2016,"TKM",36892.3522437188
2017,"TKM",32290.9356177291
2018,"TKM",31358.8333708311
2019,"TKM",27007.388267056
2020,"TKM",27007.388267056
2010,"TLS",132.049748174958
2011,"TLS",300.589769765864
2012,"TLS",596.172015102186
2013,"TLS",937.38480485099
2014,"TLS",644.878976936809
2015,"TLS",945.379021352149
2016,"TLS",851.312497122007
2017,"TLS",1379.37671832334
2018,"TLS",535.136323469427
2019,"TLS",696.507419931182
2020,"TLS",946.58119917938
2010,"TON",162.06517769837
2011,"TON",160.209376215887
2012,"TON",220.900816393422
2013,"TON",144.227890943353
2014,"TON",198.149681095444
2015,"TON",160.120182182684
2016,"TON",162.412547872686
2017,"TON",164.000140264625
2018,"TON",137.503407559227
2019,"TON",207.39013171378
2020,"TON",159.33005502819
2010,"TUN",196600.777101664
2011,"TUN",203839.4861976
2012,"TUN",180093.851750094
2013,"TUN",182976.406227919
2014,"TUN",189240.945045981
2015,"TUN",174100.705152566
2016,"TUN",177250.595867452
2017,"TUN",163584.506859513
2018,"TUN",163796.200181898
2019,"TUN",158359.051518874
2020,"TUN",158847.235905293
2010,"TUR",1976791.81510598
2011,"TUR",1940592.296347
2012,"TUR",1900608.43372703
2013,"TUR",2100155.79603069
2014,"TUR",2064752.20135536
2015,"TUR",1940522.12950848
2016,"TUR",2027008.04111075
2017,"TUR",1893151.52142031
2018,"TUR",1615021.24851351
2019,"TUR",1569546.69456143
2020,"TUR",1538459.67980882
2010,"TZA",43613.6245602871
2011,"TZA",39099.2186561184
2012,"TZA",51735.5844402364
2013,"TZA",56575.3404351756
2014,"TZA",84302.8430805376
2015,"TZA",95611.3239784621
2016,"TZA",107963.435819124
2017,"TZA",113929.060481167
2018,"TZA",110794.590059184
2019,"TZA",111443.629634563
2020,"TZA",127826.724739431
2010,"UGA",16340.8764194962
2011,"UGA",21333.739677022
2012,"UGA",22481.6412367969
2013,"UGA",22856.0093656254
2014,"UGA",19931.8163801398
2015,"UGA",17640.2972007086
2016,"UGA",26026.0855502508
2017,"UGA",23327.4871358555
2018,"UGA",23820.929125262
2019,"UGA",21821.115119563
2020,"UGA",20988.9489779228
2010,"UKR",139724.623846339
2011,"UKR",143789.322673318
2012,"UKR",151378.316449134
2013,"UKR",174227.172237721
2014,"UKR",129391.765800742
2015,"UKR",89726.4767591241
2016,"UKR",97119.160700402
2017,"UKR",106623.171845998
2018,"UKR",119944.637540239
2019,"UKR",135774.159011129
2020,"UKR",154187.313874543
2010,"URY",48199.4989753514
2011,"URY",61733.721926837
2012,"URY",62306.1325295773
2013,"URY",65715.2678766949
2014,"URY",59610.4941276062
2015,"URY",57934.3854337242
2016,"URY",51186.0326005017
2017,"URY",63023.688648593
2018,"URY",60652.3492805505
2019,"URY",51034.3152706311
2020,"URY",40829.361263365
2010,"USA",15139323.9637289
2011,"USA",14493106.4772696
2012,"USA",15547770.4054298
2013,"USA",16168625.3518004
2014,"USA",16413884.838446
2015,"USA",19217384.70185
2016,"USA",19434733.2715691
2017,"USA",19335828.1196286
2018,"USA",20127974.1105123
2019,"USA",20592812.1669157
2020,"USA",20955213.8914472
2010,"UZB",98392.3425335151
2011,"UZB",87112.1992275725
2012,"UZB",117052.867151208
2013,"UZB",127169.387463758
2014,"UZB",116587.516292612
2015,"UZB",142203.759534648
2016,"UZB",134638.295950628
2017,"UZB",100506.652172923
2018,"UZB",76981.7570706958
2019,"UZB",95494.4801029465
2020,"UZB",116803.392744295
2010,"VEN",161764.39002784
2011,"VEN",187320.971093202
2012,"VEN",190675.260679108
2013,"VEN",91606.4623797498
2014,"VEN",79054.4173107009
2015,"VEN",142084.30029812
2016,"VEN",142084.30029812
2017,"VEN",142084.30029812
2018,"VEN",142084.30029812
2019,"VEN",142084.30029812
2020,"VEN",142084.30029812
2010,"VNM",718282.447199169
2011,"VNM",770658.421804965
2012,"VNM",885828.116726711
2013,"VNM",1002628.382875
2014,"VNM",1103455.94838662
2015,"VNM",1138610.66588956
2016,"VNM",1140870.98525366
2017,"VNM",1104079.58555102
2018,"VNM",1263747.09501546
2019,"VNM",1329900.83734888
2020,"VNM",1272484.31203731
2010,"VUT",290.981803544383
2011,"VUT",395.959673505927
2012,"VUT",331.778234036444
2013,"VUT",482.610159920985
2014,"VUT",391.034233161282
2015,"VUT",365.806522611277
2016,"VUT",411.903537366124
2017,"VUT",352.350030192055
2018,"VUT",412.037878458132
2019,"VUT",538.377517345537
2020,"VUT",494.582123263129
2010,"WSM",599.906742996569
2011,"WSM",524.309577220076
2012,"WSM",584.978223439621
2013,"WSM",484.589712125292
2014,"WSM",693.158270857128
2015,"WSM",568.404836799146
2016,"WSM",539.109706291772
2017,"WSM",538.348412166896
2018,"WSM",524.41074711627
2019,"WSM",590.269014466909
2020,"WSM",425.217788657703
2010,"YEM",21099.5450979414
2011,"YEM",19117.7547350905
2012,"YEM",31200.2997967821
2013,"YEM",40804.5211308461
2014,"YEM",45049.557202038
2015,"YEM",22128.1237385758
2016,"YEM",25187.2737140307
2017,"YEM",15024.8239474987
2018,"YEM",29075.2814279317
2019,"YEM",27631.9089767483
2020,"YEM",27631.9089767483
2010,"ZAF",358983.955749412
2011,"ZAF",372942.182824971
2012,"ZAF",394180.39842754
2013,"ZAF",362102.838994692
2014,"ZAF",328945.105666628
2015,"ZAF",331282.148677746
2016,"ZAF",298029.839679976
2017,"ZAF",351308.325275886
2018,"ZAF",359085.734154067
2019,"ZAF",353742.828288919
2020,"ZAF",345647.633528513
2010,"ZMB",7993.11752866582
2011,"ZMB",11879.0963201621
2012,"ZMB",12205.5264522732
2013,"ZMB",10759.6941972493
2014,"ZMB",10248.6744698528
2015,"ZMB",7899.16336857491
2016,"ZMB",8239.55187101467
2017,"ZMB",8203.00505357416
2018,"ZMB",9032.75744141527
2019,"ZMB",10137.3030043562
2020,"ZMB",8728.45631843995
2010,"ZWE",10200.163016129
2011,"ZWE",12151.789844447
2012,"ZWE",15051.1392220337
2013,"ZWE",15673.0620839047
2014,"ZWE",11929.9518390967
2015,"ZWE",10402.0781079129
2016,"ZWE",7463.50280578362
2017,"ZWE",7322.90995089612
2018,"ZWE",8344.00611496119
2019,"ZWE",7992.67623631017
2020,"ZWE",6144.34737691658
